Numéro de spécimen cultivé;Détermination acceptée;famille;Familie Citation d'auteurs;genre;Genre Citation d'auteurs;Genre Hybride;espece;Espèce Citation d'auteurs;Espèce Hybride;Sous-espèce;Sous-espèce Citation d'auteurs;Sous-espèce Hybride;Rang taxonomique;Citation d'auteurs;Cultivar;Code ipen;Secteur
20241204N1;Verbascum banaticum Schrad.;Scrophulariaceae;Juss.;Verbascum;L.;;banaticum;Schrad.;;;;;;Schrad.;;RO-0-IAGB-20232322;Entretien général et dendrologie
20241205N0;Euphorbia glareosa Pall. ex M.Bieb.;Euphorbiaceae;Juss.;Euphorbia;L.;;glareosa;Pall. ex M.Bieb.;;;;;;Pall. ex M.Bieb.;;RO-0-IAGB-20232358;Rocailles
20241206H0;Artemisia abrotanum L.;Asteraceae;Giseke;Artemisia;L.;;abrotanum;L.;;;;;;L.;;XX-0-G-20241206;Agriculture et Conservation
20241207H0;Origanum vulgare L.;Lamiaceae;Martinov;Origanum;Tourn. ex L.;;vulgare;L.;;;;;;L.;;XX-0-G-20241207;Agriculture et Conservation
20241208H0;Agastache rugosa (Fisch. & C. A. Mey.) Kuntze 'Blue Fortune';Lamiaceae;Martinov;Agastache;Gronov.;;rugosa;(Fisch. & C.A.Mey.) Kuntze;;;;;;;Blue Fortune;XX-0-G-20241208;Agriculture et Conservation
20241209H0;Salvia officinalis L.;Lamiaceae;Martinov;Salvia;L.;;officinalis;L.;;;;;;L.;;XX-0-G-20241209;Agriculture et Conservation
20241210H0;Salvia pratensis L.;Lamiaceae;Martinov;Salvia;L.;;pratensis;L.;;;;;;L.;;XX-0-G-20241210;Agriculture et Conservation
20241211H0;Coriandrum sativum L.;Apiaceae;Lindl.;Coriandrum;L.;;sativum;L.;;;;;;L.;;XX-0-G-20241211;Agriculture et Conservation
20241212H0;Artemisia dracunculus L.;Asteraceae;Giseke;Artemisia;L.;;dracunculus;L.;;;;;;L.;;XX-0-G-20241212;Agriculture et Conservation
20241213H0;Origanum majorana L.;Lamiaceae;Martinov;Origanum;Tourn. ex L.;;majorana;L.;;;;;;L.;;XX-0-G-20241213;Agriculture et Conservation
20241214H0;Allium schoenoprasum L.;Amaryllidaceae;J.St.-Hil.;Allium;L.;;schoenoprasum;L.;;;;;;L.;;XX-0-G-20241214;Agriculture et Conservation
20241215H0;Helichrysum italicum (Roth) G.Don;Asteraceae;Giseke;Helichrysum;Mill.;;italicum;(Roth) G.Don;;;;;;(Roth) G.Don;;XX-0-G-20241215;Agriculture et Conservation
20241216H0;Mentha spicata L. 'Fraise';Lamiaceae;Martinov;Mentha;L.;;spicata;L.;;;;;;;Fraise;XX-0-G-20241216;Agriculture et Conservation
20241217H0;Borago officinalis L.;Boraginaceae;Juss.;Borago;L.;;officinalis;L.;;;;;;L.;;XX-0-G-20241217;Agriculture et Conservation
20241218H0;Sanguisorba minor Scop.;Rosaceae;Juss.;Sanguisorba;L.;;minor;Scop.;;;;;;Scop.;;XX-0-G-20241218;Agriculture et Conservation
20241219H0;Armoracia rusticana G.Gaertn., B.Mey. & Scherb.;Brassicaceae;Burnett;Armoracia;G.Gaertn., B.Mey. & Scherb.;;rusticana;G.Gaertn., B.Mey. & Scherb.;;;;;;G.Gaertn., B.Mey. & Scherb.;;XX-0-G-20241219;Agriculture et Conservation
20241220H0;Marrubium vulgare L.;Lamiaceae;Martinov;Marrubium;L.;;vulgare;L.;;;;;;L.;;XX-0-G-20241220;Agriculture et Conservation
20241221H0;Angelica atropurpurea L.;Apiaceae;Lindl.;Angelica;L.;;atropurpurea;L.;;;;;;L.;;XX-0-G-20241221;Agriculture et Conservation
20241222H0;Levisticum officinale W.D.J.Koch;Apiaceae;Lindl.;Levisticum;Hill;;officinale;W.D.J.Koch;;;;;;W.D.J.Koch;;XX-0-G-20241222;Agriculture et Conservation
20241223H0;Viola odorata L. 'Königin Charlotte';Violaceae;Batsch;Viola;L.;;odorata;L.;;;;;;;Königin Charlotte;XX-0-G-20241223;Agriculture et Conservation
20241224H0;Poliomintha longiflora A.Gray;Lamiaceae;Martinov;Poliomintha;A.Gray;;longiflora;A.Gray;;;;;;A.Gray;;XX-0-G-20241224;Agriculture et Conservation
20241225N0;Betula humilis Schrank;Betulaceae;Gray;Betula;L.;;humilis;Schrank;;;;;;Schrank;;EE-0-TU-390943;Entretien général et dendrologie
20241226N0;Drosera rotundifolia L.;Droseraceae;Salisb.;Drosera;L.;;rotundifolia;L.;;;;;;L.;;EE-0-TU-390930;Serres
20241227J0;Spilanthes oleracea L.;Asteraceae;Giseke;Spilanthes;Jacq.;;oleracea;L.;;;;;;(L.) R.K.Jansen;;XX-0-G-20241227;Entretien général et dendrologie
20241228J0;Lepidium sativum L.;Brassicaceae;Burnett;Lepidium;L.;;sativum;L.;;;;;;L.;;FR-0-TOU-2021-2226;Entretien général et dendrologie
20237546N0;Rhamnus saxatilis Jacq.;Rhamnaceae;Juss.;Rhamnus;L.;;saxatilis;Jacq.;;;;;;Jacq.;;CH-0-G-20237546;Rocailles
20241229I0;Rhododendron amagianum (Makino) Makino ex H.Hara;Ericaceae;Juss.;Rhododendron;L.;;amagianum;(Makino) Makino ex H.Hara;;;;;;(Makino) Makino ex H.Hara;;NL-0-G-20241229;Entretien général et dendrologie
20241229I1;Rhododendron amagianum (Makino) Makino ex H.Hara;Ericaceae;Juss.;Rhododendron;L.;;amagianum;(Makino) Makino ex H.Hara;;;;;;(Makino) Makino ex H.Hara;;NL-0-G-20241229;Entretien général et dendrologie
20241229I2;Rhododendron amagianum (Makino) Makino ex H.Hara;Ericaceae;Juss.;Rhododendron;L.;;amagianum;(Makino) Makino ex H.Hara;;;;;;(Makino) Makino ex H.Hara;;NL-0-G-20241229;Entretien général et dendrologie
20241230I0;Rhododendron ciliatum Hook.;Ericaceae;Juss.;Rhododendron;L.;;ciliatum;Hook.;;;;;;Hook.;;NL-0-G-20241230;Entretien général et dendrologie
20241231I0;Rhododendron colemanii R.F.Mill.;Ericaceae;Juss.;Rhododendron;L.;;colemanii;R.F.Mill.;;;;;;R.F.Mill.;;NL-0-G-20241231;Entretien général et dendrologie
20241231I1;Rhododendron colemanii R.F.Mill.;Ericaceae;Juss.;Rhododendron;L.;;colemanii;R.F.Mill.;;;;;;R.F.Mill.;;NL-0-G-20241231;Entretien général et dendrologie
20241232I0;Rhododendron stenopetalum (R.Hogg) Mabb.;Ericaceae;Juss.;Rhododendron;L.;;stenopetalum;(R.Hogg) Mabb.;;;;;;(R.Hogg) Mabb.;;NL-0-G-20241232;Entretien général et dendrologie
20241232I1;Rhododendron stenopetalum (R.Hogg) Mabb.;Ericaceae;Juss.;Rhododendron;L.;;stenopetalum;(R.Hogg) Mabb.;;;;;;(R.Hogg) Mabb.;;NL-0-G-20241232;Entretien général et dendrologie
20241232I2;Rhododendron stenopetalum (R.Hogg) Mabb.;Ericaceae;Juss.;Rhododendron;L.;;stenopetalum;(R.Hogg) Mabb.;;;;;;(R.Hogg) Mabb.;;NL-0-G-20241232;Entretien général et dendrologie
20241230I1;Rhododendron ciliatum Hook.;Ericaceae;Juss.;Rhododendron;L.;;ciliatum;Hook.;;;;;;Hook.;;NL-0-G-20241230;Entretien général et dendrologie
20241233I0;Hebe pinguifolia (Benth.) Cockayne & Allan;Plantaginaceae;Juss.;Hebe;Juss.;;pinguifolia;(Benth.) Cockayne & Allan;;;;;;(Benth.) Cockayne & Allan;;CH-0-G-20241233;Entretien général et dendrologie
20241234I0;Hebe brachisyphon Summerh.;Plantaginaceae;Juss.;Hebe;Juss.;;brachisyphon;Summerh.;;;;;;Summerh.;;CH-0-G-20241234;Entretien général et dendrologie
20241235I0;Viburnum rhytidophyllum Hemsl.;Viburnaceae;Raf.;Viburnum;L.;;rhytidophyllum;Hemsl.;;;;;;Hemsl.;;CH-0-G-20241235;Entretien général et dendrologie
20241237I0;Mahonia eurybracteata Fedde 'Soft Caress';Berberidaceae;Juss.;Mahonia;Nutt.;;eurybracteata;Fedde;;;;;;;Soft Caress;CH-0-G-20241237;Entretien général et dendrologie
20241236I0;Mahonia eurybracteata Fedde 'Mimgampi';Berberidaceae;Juss.;Mahonia;Nutt.;;eurybracteata;Fedde;;;;;;;Mimgampi;CH-0-G-20241236;Entretien général et dendrologie
20241238I0;Hedera helix L. 'Conglomerata Erecta';Araliaceae;Juss.;Hedera;L.;;helix;L.;;;;;;;Conglomerata Erecta;CH-0-G-20241238;Entretien général et dendrologie
20241239I0;Ilex crenata Thunb. 'Gleen Glory';Aquifoliaceae;Bercht. & J.Presl;Ilex;L.;;crenata;Thunb.;;;;;;;Gleen Glory;CH-0-G-20241239;Entretien général et dendrologie
20241240I0;Garrya ×thuretii Carr;Garryaceae;Lindl.;Garrya;Lindl.;;×thuretii;Carr;VRAI;;;;;Carr;;CH-0-G-20241240;Entretien général et dendrologie
20241241I0;Mahonia ×media C.D.Brickell 'Winter Sun';Berberidaceae;Juss.;Mahonia;Nutt.;;×media;C.D.Brickell;VRAI;;;;notho;;Winter Sun;CH-0-G-20241241;Entretien général et dendrologie
20241242I0;Stachyurus salicifolius Franch.;Stachyuraceae;J.Agardh;Stachyurus;Siebold & Zucc.;;salicifolius;Franch.;;;;;;Franch.;;CH-0-G-20241242;Entretien général et dendrologie
20241243I0;Kalopanax pictus A.Murray bis;Araliaceae;Juss.;Kalopanax;Miq.;;pictus;A.Murray bis;;;;;;A.Murray bis;;CH-0-G-20241243;Entretien général et dendrologie
20241244I0;Trochodendron aralioides Siebold & Zucc.;Trochodendraceae;Eichler;Trochodendron;Siebold & Zucc.;;aralioides;Siebold & Zucc.;;;;;;Siebold & Zucc.;;CH-0-G-20241244;Entretien général et dendrologie
20241245I0;Trochodendron aralioides Siebold & Zucc.;Trochodendraceae;Eichler;Trochodendron;Siebold & Zucc.;;aralioides;Siebold & Zucc.;;;;;;Siebold & Zucc.;;CH-0-G-20241245;Entretien général et dendrologie
20241246I0;Rhododendron ponticum L.;Ericaceae;Juss.;Rhododendron;L.;;ponticum;L.;;;;;;L.;;CH-0-G-20241246;Entretien général et dendrologie
20241246I1;Rhododendron ponticum L.;Ericaceae;Juss.;Rhododendron;L.;;ponticum;L.;;;;;;L.;;CH-0-G-20241246;Entretien général et dendrologie
20241247I0;Fatsia japonica (Thunb.) Decne. & Planch.;Araliaceae;Juss.;Fatsia;Decne. & Planch.;;japonica;(Thunb.) Decne. & Planch.;;;;;;(Thunb.) Decne. & Planch.;;CH-0-G-20241247;Entretien général et dendrologie
20241247I1;Fatsia japonica (Thunb.) Decne. & Planch.;Araliaceae;Juss.;Fatsia;Decne. & Planch.;;japonica;(Thunb.) Decne. & Planch.;;;;;;(Thunb.) Decne. & Planch.;;CH-0-G-20241247;Entretien général et dendrologie
20241248I0;Aesculus hippocastanum L. 'laciniata';Sapindaceae;Juss.;Aesculus;L.;;hippocastanum;L.;;;;;;;laciniata;CH-0-G-20241248;Entretien général et dendrologie
20241249I0;Phillyrea latifolia L.;Oleaceae;Hoffmanns. & Link;Phillyrea;L.;;latifolia;L.;;;;;;L.;;CH-0-G-20241249;Entretien général et dendrologie
20241250I0;Ulmus minor Mill.;Ulmaceae;Mirb.;Ulmus;L.;;minor;Mill.;;;;;;Mill.;;CH-0-G-20241250;Entretien général et dendrologie
20241251I0;Magnolia ×brooklynensis Kalmb. 'Yellow Bird';Magnoliaceae;Juss.;Magnolia;L.;;×brooklynensis;Kalmb.;VRAI;;;;notho;;Yellow Bird;CH-0-G-20241251;Entretien général et dendrologie
20241252I0;Rhamnus frangula L. 'Asplenifolia';Rhamnaceae;Juss.;Rhamnus;L.;;frangula;L.;;;;;;;Asplenifolia;CH-0-G-20241252;Entretien général et dendrologie
20220065I1;Citrus medica L. ''Etrog'';Rutaceae;Juss.;Citrus;L.;;medica;L.;;;;;;;'Etrog';XX-0-G-20220065;Entretien général et dendrologie
20241254H0;Santolina chamaecyparissus L.;Asteraceae;Giseke;Santolina;L.;;chamaecyparissus;L.;;;;;;L.;;XX-0-G-20241254;Agriculture et Conservation
20241255H0;Polypodium vulgare L.;Polypodiaceae;J.Presl & C.Presl;Polypodium;L.;;vulgare;L.;;;;;;L.;;XX-0-G-20241255;Agriculture et Conservation
20241256I0;Camellia cuspidata (Kochs) Bean;Theaceae;Mirb.;Camellia;L.;;cuspidata;(Kochs) Bean;;;;;;(Kochs) Bean;;IT-0-G-20241256;Entretien général et dendrologie
20241257H0;Valeriana officinalis L.;Caprifoliaceae;Juss.;Valeriana;L.;;officinalis;L.;;;;;;L.;;XX-0-G-20241257;Agriculture et Conservation
20241258I0;Camellia granthamiana Sealy;Theaceae;Mirb.;Camellia;L.;;granthamiana;Sealy;;;;;;Sealy;;IT-0-G-20241258;Entretien général et dendrologie
20241259I0;Camellia lutchuensis T.Itô ex T.Itô & Matsum.;Theaceae;Mirb.;Camellia;L.;;lutchuensis;T.Itô ex T.Itô & Matsum.;;;;;;T.Itô ex T.Itô & Matsum.;;IT-0-G-20241259;Entretien général et dendrologie
20241260I0;Gardenia jasminoides J.Ellis;Rubiaceae;Juss.;Gardenia;J.Ellis;;jasminoides;J.Ellis;;;;;;J.Ellis;;XX-0-G-20241260;Entretien général et dendrologie
20241260I1;Gardenia jasminoides J.Ellis;Rubiaceae;Juss.;Gardenia;J.Ellis;;jasminoides;J.Ellis;;;;;;J.Ellis;;XX-0-G-20241260;Entretien général et dendrologie
20241261I0;Gardenia jasminoides J.Ellis;Rubiaceae;Juss.;Gardenia;J.Ellis;;jasminoides;J.Ellis;;;;;;J.Ellis;;XX-0-G-20241261;Entretien général et dendrologie
20241261I1;Gardenia jasminoides J.Ellis;Rubiaceae;Juss.;Gardenia;J.Ellis;;jasminoides;J.Ellis;;;;;;J.Ellis;;XX-0-G-20241261;Entretien général et dendrologie
20241262I0;Camellia drupifera Lour.;Theaceae;Mirb.;Camellia;L.;;drupifera;Lour.;;;;;;Lour.;;IT-0-G-20241262;Entretien général et dendrologie
20241263I0;Camellia salicifolia Benth.;Theaceae;Mirb.;Camellia;L.;;salicifolia;Benth.;;;;;;Benth.;;IT-0-G-20241263;Entretien général et dendrologie
20241264I0;Camellia L.;Theaceae;Mirb.;Camellia;L.;;;;;;;;;L.;;IT-0-G-20241264;Entretien général et dendrologie
20241265J0;Betula grossa Siebold & Zucc.;Betulaceae;Gray;Betula;L.;;grossa;Siebold & Zucc.;;;;;;Siebold & Zucc.;;XX-0-BHU-F-1930-609;Entretien général et dendrologie
20241267I0;Camellia fraterna Hance;Theaceae;Mirb.;Camellia;L.;;fraterna;Hance;;;;;;Hance;;IT-0-G-20241267;Entretien général et dendrologie
20241266J0;Carpinus caroliniana Walter;Betulaceae;Gray;Carpinus;L.;;caroliniana;Walter;;;;;;Walter;;XX-0-BHU-F-1969-44;Entretien général et dendrologie
20241268J0;Carpinus polyneura Franch.;Betulaceae;Gray;Carpinus;L.;;polyneura;Franch.;;;;;;Franch.;;XX-0-BHU-SF-2000-4;Entretien général et dendrologie
19937248N6;Anthyllis hermanniae L.;Fabaceae;Juss.;Anthyllis;L.;;hermanniae;L.;;;;;;;;FR0G19937248;Rocailles
20241269J0;Quercus pyrenaica Willd.;Fagaceae;Dumort.;Quercus;L.;;pyrenaica;Willd.;;;;;;Willd.;;XX-0-BHU-F-1930-273;Entretien général et dendrologie
20241270J0;Flueggea suffruticosa (Pall.) Baill.;Phyllanthaceae;Martinov;Flueggea;Willd.;;suffruticosa;(Pall.) Baill.;;;;;;(Pall.) Baill.;;XX-0-BHU-F-1930-492;Entretien général et dendrologie
20241271H0;Melissa officinalis L.;Lamiaceae;Martinov;Melissa;Tourn. ex L.;;officinalis;L.;;;;;;L.;;XX-0-G-20241271;Agriculture et Conservation
20241272H0;Ocimum basilicum L.;Lamiaceae;Martinov;Ocimum;L.;;basilicum;L.;;;;;;L.;;XX-0-G-20241272;Agriculture et Conservation
20241273N0;Cyclamen creticum Hildebr.;Primulaceae;Batsch ex Borkh.;Cyclamen;L.;;creticum;Hildebr.;;;;;;Hildebr.;;GR-0-G-20241273;Rocailles
20241274N0;Erysimum scoparium (Brouss. ex Willd.) Wettst.;Brassicaceae;Burnett;Erysimum;L.;;scoparium;(Brouss. ex Willd.) Wettst.;;;;;;(Brouss. ex Willd.) Wettst.;;ES-0-LPA-5184/B;Rocailles
20241275J0;Gymnosporia cassinoides (L'Hér.) Masf.;Celastraceae;R.Br.;Gymnosporia;(Wight & Arn.) Benth. & Hook.f.;;cassinoides;(L'Hér.) Masf.;;;;;;(L'Hér.) Masf.;;ES-0-LPA-32/2023;Entretien général et dendrologie
20241276N0;Cistus ocreatus C.Sm.;Cistaceae;Juss.;Cistus;L.;;ocreatus;C.Sm.;;;;;;C.Sm.;;ES-0-LPA-6151/B;Rocailles
20241277J0;Myrica faya Aiton;Myricaceae;Rich. ex Kunth;Myrica;L.;;faya;Aiton;;;;;;Aiton;;ES-0-LPA-57/2022;Entretien général et dendrologie
20241278N0;Pinus canariensis C.Sm.;Pinaceae;Spreng. ex Rudolphi;Pinus;L.;;canariensis;C.Sm.;;;;;;C.Sm.;;ES-0-LPA-5656/B;Entretien général et dendrologie
20241279J0;Bencomia caudata Webb & Berthel.;Rosaceae;Juss.;Bencomia;Webb & Berthel.;;caudata;Webb & Berthel.;;;;;;Webb & Berthel.;;ES-0-LPA-66/2022;Entretien général et dendrologie
20241280N0;Salsola kali L.;Amaranthaceae;Juss.;Salsola;L.;;kali;L.;;;;;;L.;;FR-0-BORD-200395;Entretien général et dendrologie
20241281N0;Andryala integrifolia L.;Asteraceae;Giseke;Andryala;L.;;integrifolia;L.;;;;;;L.;;FR-0-BORD-20230519;Rocailles
20241282N0;Cichorium intybus L.;Asteraceae;Giseke;Cichorium;L.;;intybus;L.;;;;;;L.;;FR-0-BORD-211046;Entretien général et dendrologie
20241283N0;Cakile maritima Scop.;Brassicaceae;Burnett;Cakile;Mill.;;maritima;Scop.;;;;;;Scop.;;FR-0-BORD-211040;Rocailles
20241284N0;Euonymus europaeus L.;Celastraceae;R.Br.;Euonymus;L.;;europaeus;L.;;;;;;L.;;FR-0-BORD-200361;Entretien général et dendrologie
20241285N0;Cistus lasianthus Lam.;Cistaceae;Juss.;Cistus;L.;;lasianthus;Lam.;;;;;;Lam.;;FR-0-BORD-20230513;Rocailles
20241286N0;Tuberaria guttata (L.) Fourr.;Cistaceae;Juss.;Tuberaria;(Dunal) Spach;;guttata;(L.) Fourr.;;;;;;(L.) Fourr.;;FR-0-BORD-210964;Rocailles
20241287N0;Reseda luteola L.;Resedaceae;Martinov;Reseda;L.;;luteola;L.;;;;;;L.;;FR-0-BORD-20220410;Entretien général et dendrologie
20241288J0;Dichelostemma congestum (Sm.) Kunth;Asparagaceae;Juss.;Dichelostemma;Kunth;;congestum;(Sm.) Kunth;;;;;;(Sm.) Kunth;;XX-0-PI-2018-0003;Serres
20241289N0;Centaurea nervosa Willd. subsp. nervosa;Asteraceae;Giseke;Centaurea;L.;;nervosa;Willd.;;nervosa;Willd.;;subsp.;Willd.;;FR-0-P-2023j219;Entretien général et dendrologie
20241290N0;Ampelodesmos mauritanicus (Poir.) T.Durand & Schinz;Poaceae;Barnhart;Ampelodesmos;Link;;mauritanicus;(Poir.) T.Durand & Schinz;;;;;;(Poir.) T.Durand & Schinz;;IT-0-PI-2021-0344;Rocailles
20241291J0;Ronnbergia fraseri (Baker) Aguirre-Santoro;Bromeliaceae;Juss.;Ronnbergia;É.Morren & André;;fraseri;(Baker) Aguirre-Santoro;;;;;;(Baker) Aguirre-Santoro;;XX-0-STUTZ-000422;Serres
20241292J0;Aechmea lueddemanniana (K.Koch) Mez;Bromeliaceae;Juss.;Aechmea;Ruiz & Pav.;;lueddemanniana;(K.Koch) Mez;;;;;;(K.Koch) Mez;;XX-0-STUTZ-000442;Serres
20241293J0;Alcantarea extensa (L.B.Sm.) J.R.Grant;Bromeliaceae;Juss.;Alcantarea;(É.Morren ex Mez) Harms;;extensa;(L.B.Sm.) J.R.Grant;;;;;;(L.B.Sm.) J.R.Grant;;XX-0-STUTZ-000487;Serres
20241294J0;Vriesea inflata (Wawra) Wawra;Bromeliaceae;Juss.;Vriesea;Lindl.;;inflata;(Wawra) Wawra;;;;;;(Wawra) Wawra;;XX-0-STUTZ-000812;Serres
20241295J0;Vriesea pinottii Reitz;Bromeliaceae;Juss.;Vriesea;Lindl.;;pinottii;Reitz;;;;;;Reitz;;XX-0-STUTZ-006499;Serres
20241296J0;Babiana purpurea Ker Gawl.;Iridaceae;Juss.;Babiana;Ker Gawl. ex Sims;;purpurea;Ker Gawl.;;;;;;Ker Gawl.;;XX-0-STUTZ-009956;Serres
20241297J0;Drosera montana A.St.-Hil.;Droseraceae;Salisb.;Drosera;L.;;montana;A.St.-Hil.;;;;;;A.St.-Hil.;;XX-0-STUTZ-000915;Serres
20241298J0;Drosera oblanceolata Y.Z.Ruan;Droseraceae;Salisb.;Drosera;L.;;oblanceolata;Y.Z.Ruan;;;;;;Y.Z.Ruan;;XX-0-STUTZ-015479;Serres
20241299J0;Drosera rotundifolia L.;Droseraceae;Salisb.;Drosera;L.;;rotundifolia;L.;;;;;;L.;;XX-0-STUTZ-006635;Serres
20241300J0;Drosera venusta Debbert;Droseraceae;Salisb.;Drosera;L.;;venusta;Debbert;;;;;;Debbert;;XX-0-STUTZ-000959;Serres
20241301J0;Drosera villosa A.St.-Hil.;Droseraceae;Salisb.;Drosera;L.;;villosa;A.St.-Hil.;;;;;;A.St.-Hil.;;XX-0-STUTZ-006623;Serres
20241302J0;Sinningia bulbosa (Ker Gawl.) Wiehler;Gesneriaceae;Rich. & Juss.;Sinningia;Nees;;bulbosa;(Ker Gawl.) Wiehler;;;;;;(Ker Gawl.) Wiehler;;XX-0-STUTZ-008971;Serres
20241303J0;Streptocarpus confusus Hilliard;Gesneriaceae;Rich. & Juss.;Streptocarpus;Lindl.;;confusus;Hilliard;;;;;;Hilliard;;XX-0-STUTZ-008987;Serres
20241304J0;Streptocarpus gardenii Hook.;Gesneriaceae;Rich. & Juss.;Streptocarpus;Lindl.;;gardenii;Hook.;;;;;;Hook.;;XX-0-STUTZ-014339;Serres
20241305J0;Streptocarpus haygarthii N.E.Br. ex C.B.Clarke;Gesneriaceae;Rich. & Juss.;Streptocarpus;Lindl.;;haygarthii;N.E.Br. ex C.B.Clarke;;;;;;N.E.Br. ex C.B.Clarke;;XX-0-STUTZ-003762;Serres
20241306J0;Streptocarpus liliputana Bellstedt & T.J.Edwards;Gesneriaceae;Rich. & Juss.;Streptocarpus;Lindl.;;liliputana;Bellstedt & T.J.Edwards;;;;;;Bellstedt & T.J.Edwards;;XX-0-STUTZ-015435;Serres
20241307J0;Streptocarpus michelmorei B.L.Burtt;Gesneriaceae;Rich. & Juss.;Streptocarpus;Lindl.;;michelmorei;B.L.Burtt;;;;;;B.L.Burtt;;XX-0-BR-1994109226;Serres
20241308J0;Streptocarpus pentherianus Fritsch;Gesneriaceae;Rich. & Juss.;Streptocarpus;Lindl.;;pentherianus;Fritsch;;;;;;Fritsch;;XX-0-PRAZ-201601266;Serres
20241309J0;Eugenia reinwardtiana (Blume) DC.;Myrtaceae;Juss.;Eugenia;L.;;reinwardtiana;(Blume) DC.;;;;;;(Blume) DC.;;XX-0-STUTZ-013979;Serres
20241310J0;Mesembryanthemum crystallinum L.;Aizoaceae;Martinov;Mesembryanthemum;L.;;crystallinum;L.;;;;;;L.;;XX-0-G-20241310;Entretien général et dendrologie
20241311J0;Billbergia brasiliensis L.B.Sm.;Bromeliaceae;Juss.;Billbergia;Thunb.;;brasiliensis;L.B.Sm.;;;;;;L.B.Sm.;;XX-0-G-20241311;Serres
20241312J0;Billbergia distachia (Vell.) Mez;Bromeliaceae;Juss.;Billbergia;Thunb.;;distachia;(Vell.) Mez;;;;;;(Vell.) Mez;;XX-0-G-20241312;Serres
20241313J0;Billbergia zebrina (Herb.) Lindl.;Bromeliaceae;Juss.;Billbergia;Thunb.;;zebrina;(Herb.) Lindl.;;;;;;(Herb.) Lindl.;;XX-0-G-20241313;Serres
20241314J0;Lutheria glutinosa (Lindl.) Barfuss & W.Till;Bromeliaceae;Juss.;Lutheria;Barfuss & W.Till;;glutinosa;(Lindl.) Barfuss & W.Till;;;;;;(Lindl.) Barfuss & W.Till;;XX-0-G-20241314;Serres
20241315J0;Zea mays L. 'Quadricolor';Poaceae;Barnhart;Zea;L.;;mays;L.;;;;;;;Quadricolor;XX-0-G-20241315;Entretien général et dendrologie
20241316J0;Acer carpinifolium Siebold & Zucc.;Sapindaceae;Juss.;Acer;L.;;carpinifolium;Siebold & Zucc.;;;;;;Siebold & Zucc.;;XX-0-G-20241316;Entretien général et dendrologie
20241317J0;Triticum turgidum subsp. dicoccon (Schrank ex Schübl.) Thell.;Poaceae;Barnhart;Triticum;L.;;turgidum;L.;;dicoccon;(Schrank ex Schübl.) Thell.;;subsp.;(Schrank ex Schübl.) Thell.;;XX-0-G-20241317;Entretien général et dendrologie
20241318J0;Triticum monococcum L.;Poaceae;Barnhart;Triticum;L.;;monococcum;L.;;;;;;L.;;XX-0-G-20241318;Entretien général et dendrologie
20241319J0;Triticum aestivum subsp. spelta (L.) Thell.;Poaceae;Barnhart;Triticum;L.;;aestivum;L.;;spelta;(L.) Thell.;;subsp.;(L.) Thell.;;XX-0-G-20241319;Entretien général et dendrologie
20241320J0;Acanthostachys strobilacea (Schult. & Schult.f.) Klotzsch;Bromeliaceae;Juss.;Acanthostachys;Link, Klotzsch & Otto;;strobilacea;(Schult. & Schult.f.) Klotzsch;;;;;;(Schult. & Schult.f.) Klotzsch;;XX-0-G-20241320;Serres
20241321J0;Vriesea psittacina (Hook.) Lindl.;Bromeliaceae;Juss.;Vriesea;Lindl.;;psittacina;(Hook.) Lindl.;;;;;;(Hook.) Lindl.;;XX-0-G-20241321;Serres
19785026N5;Androsace carnea aggr.;Primulaceae;Batsch ex Borkh.;Androsace;L.;;carnea;aggr.;;;;;;;;XX0G19785026;Rocailles
20241322J0;Araucaria bidwillii Hook.;Araucariaceae;Henkel & W.Hochst.;Araucaria;Juss.;;bidwillii;Hook.;;;;;;Hook.;;XX-0-LISI-1803-ARV005;Entretien général et dendrologie
20241323N0;Cynara humilis L.;Asteraceae;Giseke;Cynara;L.;;humilis;L.;;;;;;L.;;PT-0-LISI-2016-SESIMBRA006;Rocailles
20241324N0;Reichardia gaditana (Willk.) Samp.;Asteraceae;Giseke;Reichardia;Roth;;gaditana;(Willk.) Samp.;;;;;;(Willk.) Samp.;;PT-0-LISI-2018-ODECEIXE002;Rocailles
20241325J0;Eugenia involucrata DC.;Myrtaceae;Juss.;Eugenia;L.;;involucrata;DC.;;;;;;DC.;;XX-0-LISI-1998-AMS009;Entretien général et dendrologie
20241326N0;Alnus glutinosa subsp. barbata (C.A.Mey.) Yalt.;Betulaceae;Gray;Alnus;Mill.;;glutinosa;(L.) Gaertn.;;barbata;(C.A.Mey.) Yalt.;;subsp.;(C.A.Mey.) Yalt.;;GE-0-G-20241326;Entretien général et dendrologie
20241327N0;Dianthus cruentus Griseb.;Caryophyllaceae;Juss.;Dianthus;L.;;cruentus;Griseb.;;;;;;Griseb.;;GE-0-G-20241327;Rocailles
20241328N0;Lilium szovitsianum Fisch. & Avé-Lall.;Liliaceae;Juss.;Lilium;L.;;szovitsianum;Fisch. & Avé-Lall.;;;;;;Fisch. & Avé-Lall.;;GE-0-G-20241328;Entretien général et dendrologie
20241329N0;Sambucus ebulus L.;Viburnaceae;Raf.;Sambucus;L.;;ebulus;L.;;;;;;L.;;GE-0-G-20241329;Entretien général et dendrologie
