"Code.emplacement","No.Semis","Taxons","Nom.acquisition","genus","family"
"RocailleO01","96594","Leontopodium linearifolium","Leontopodium longifolium","Leontopodium","Asteraceae"
"RocailleO01","200267","Saxifraga burseriana","Saxifraga burserana","Saxifraga","Saxifragaceae"
"RocailleO01","200241","Primula x minieri","Primula minieri",NA,NA
"RocailleO01","96587","Aquilegia thalictrifolia","Aquilegia thalictrifolia","Aquilegia","Ranunculaceae"
"RocailleO01","85669","Parahebe linifolia","Parahebe linifolia","Parahebe","Plantaginaceae"
"RocailleO01","73793","Saponaria lutea","Saponaria lutea","Saponaria","Caryophyllaceae"
"RocailleO01","200270","Androsace brigantiaca","Androsace Carnea subsp. brigantiaca ","Androsace","Primulaceae"
"RocailleO01","200271","Leontopodium haplophylloides","Leontopodium haplophylloides","Leontopodium","Asteraceae"
"RocailleO01","200272","Saxifraga x heinrichii","Saxifraga henrichii","Saxifraga","Saxifragaceae"
"RocailleO01","200273","Ranunculus calandrinioides","Ranunculus calandrinoides","Ranunculus","Ranunculaceae"
"RocailleO01","200274","Arenaria balearica","Arenaria balearica","Arenaria","Caryophyllaceae"
"RocailleO01","200275","Veronica saturejoides","Veronica saturoides","Veronica","Plantaginaceae"
"RocailleO01","200198","Saxifraga x megasaeflora ‘Vladana’","Saxifraga Vladana",NA,NA
"RocailleO01","200277","Crassula milfordae","Crassula milfordae","Crassula","Crassulaceae"
"RocailleO01","200278","Raoulia australis","Raoulia australis","Raoulia","Asteraceae"
"RocailleO01","98568","Narcissus bulbocodium subsp. obesus","Narcissus bulbocodium subsp. obesus ","Narcissus","Amaryllidaceae"
"RocailleO01","98580","Dicentra cucullaria","Dicentra cucullaria","Dicentra","Papaveraceae"
"RocailleO01","200240","Saxifraga andersonii","Saxifraga andersoni","Saxifraga","Saxifragaceae"
"RocailleO01","200279","Helichrysum milfordiae","Helichrysum milfordiae","Helichrysum","Asteraceae"
"RocailleO01","200280","Veronica caespitosa","Veronica caespitosa","Veronica","Plantaginaceae"
"RocailleO01","80980","Saxifraga latina","Saxifraga latina","Saxifraga","Saxifragaceae"
"RocailleO01","96592","Viola cazorlensis","Viola cazorlensis","Viola","Violaceae"
"RocailleO01","200282","Silene vallesia","Silene vallesia","Silene","Caryophyllaceae"
"RocailleO01","84068","Androsace laevigata","Douglasia laevigata","Androsace","Primulaceae"
"RocailleO01","200283","","Saxifraga sp.",NA,NA
"RocailleO01","200286","Euonymus fortunei ‘Variegatus’","Euonymus fortunei cv. ‘variegatus‘",NA,NA
"RocailleO01","200287","Endressia pyrenaica","Endresia pyrenaica","Endressia","Apiaceae"
"RocailleO01","200288","","Allium sp.",NA,NA
"RocailleO01","200289","Merendera pyrenaica","Merendera pyrenaica","Merendera","Colchicaceae"
"RocailleO01","200290","Seseli nanum","Seseli nanum","Seseli","Apiaceae"
"RocailleO01","200291","","Sempervivum sp.",NA,NA
"RocailleO01","200292","Globularia repens f. fl. albo","Globularia repens f. flore-albo ",NA,NA
"RocailleO01","200293","Geranium pylzowianum","Geranium pylzovianum","Geranium","Geraniaceae"
"RocailleO01","200294","","Globularia sp.",NA,NA
"RocailleO01","200295","Saponaria caespitosa","Saponaria caespitosa","Saponaria","Caryophyllaceae"
"RocailleO01","90161","Daphne kosaninii","Daphne kosanini","Daphne","Thymelaeaceae"
"RocailleO01","96730","Achillea x jaborneggii","Achillea X jaborneggi","Achillea","Asteraceae"
"RocailleO01","93136","Leontopodium discolor","Leontopodium discolor Beauv.","Leontopodium","Asteraceae"
"RocailleO01","200159","Armeria juniperifolia","Armeria juniperifolia","Armeria","Plumbaginaceae"
"RocailleO01","200296","Saxifraga x irvingii ‘Rubella’","Saxifraga rubella",NA,NA
"RocailleO01","200297","Daphne arbuscula","Daphne arbuscula","Daphne","Thymelaeaceae"
"RocailleO01","200242","Corydalis cashmeriana","Corydalis cashmeriana","Corydalis","Papaveraceae"
"RocailleO01","200298","","Festuca sp",NA,NA
"RocailleO01","200299","Dianthus microlepis","Dianthus cf. microlepis","Dianthus","Caryophyllaceae"
"RocailleO01","200300","","Artemisia sp.",NA,NA
"RocailleO01","200301","","Antennaria sp.",NA,NA
"RocailleO01","92119","Geranium argenteum","Geranium argenteum L.","Geranium","Geraniaceae"
"RocailleO01","200186","Saxifraga wendelboi","Saxifraga wendelbot","Saxifraga","Saxifragaceae"
"RocailleO01","200302","Hypericum nummularium","Hypericum nummularium","Hypericum","Hypericaceae"
"RocailleO01","200303","Achillea x jaborneggii","Achillea janbornegii","Achillea","Asteraceae"
"RocailleO01","200304","Dracocephalum austriacum","Dracocephalum austriacum","Dracocephalum","Lamiaceae"
"RocailleO01","200305","","Campanula sp.",NA,NA
"RocailleO01","200306","Potentilla nitida f. rubro","Potentilla nitida f. flore-rubro ",NA,NA
"RocailleO01","200307","Saxifraga sempervivum","Saxifraga porophyllum var. sibthopiana ","Saxifraga","Saxifragaceae"
"RocailleO01","200307","Saxifraga sempervivum","Saxifraga porophyllum var. sibthopiana ","Saxifraga","Saxifragaceae"
"RocailleO01","200308","Scabiosa crenata subsp. dallaportae","Scabiosa crenata subsp. dallaportae ","Scabiosa","Caprifoliaceae"
"RocailleO01","94502","Saxifraga tombeanensis","Saxifraga tombeanensis","Saxifraga","Saxifragaceae"
"RocailleO01","80923","Achillea ageratifolia","Achillea ageratifolia","Achillea","Asteraceae"
"RocailleO01","200310","Erinus alpinus","Erinus alpinus","Erinus","Plantaginaceae"
"RocailleO01","200311","Leontopodium artemisiifolium","Leontopodium artemisiifolium","Leontopodium","Asteraceae"
"RocailleO01","200312","Draba bryoides var. imbricata","Draba imbricata","Draba","Brassicaceae"
"RocailleO01","97593","Asperula gussonii","Asperula gussonii",NA,NA
"RocailleO01","96077","Cyananthus microphyllus","Cyananthus microphyllus","Cyananthus","Campanulaceae"
"RocailleO01","77631","Phyteuma humile","Phyteuma ceresitiae Brugn. nec. A. DC.","Phyteuma","Campanulaceae"
"RocailleO01","200315","Daphne petraea","Daphne petraea","Daphne","Thymelaeaceae"
"RocailleO01","200316","Arabis x Wilczekii","Arabis Wilczekii ",NA,NA
"RocailleO01","200317","","Saxifraga sp.",NA,NA
"RocailleO01","200319","Saxifraga x jenkinsii f. fl. albo","Saxifraga jenkisii f. flore-albo ",NA,NA
"RocailleO01","200320","","Pontentilla sp.",NA,NA
"RocailleO01","200321","Draba athoa","Draba athoa","Draba","Brassicaceae"
"RocailleO01","200322","Physoplexis comosa","Physoplexis comosa","Physoplexis","Campanulaceae"
"RocailleO01","200323","Daphne jasminea","Daphne jasminea","Daphne","Thymelaeaceae"
"RocailleO01","200324","Asperula nitida","Asperula nitida","Asperula","Rubiaceae"
"RocailleO01","200325","","potentilla sp.",NA,NA
"RocailleO01","200326","Primula auricula ‘Engliche Riesen’","Primula auricula cv. ‘Engliche Riesen‘",NA,NA
"RocailleO01","200327","Saxifraga aretioides","Saxifraga aretioides","Saxifraga","Saxifragaceae"
"RocailleO01","200328","Asperula hexaphylla","Asperula hexaphylla","Asperula","Rubiaceae"
"RocailleO01","200329","Kernera saxatilis","Kernera saxatilis","Kernera","Brassicaceae"
"RocailleO01","200330","Saxifraga caesia","saxifraga caesia","Saxifraga","Saxifragaceae"
"RocailleO01","200331","Ramonda myconi ‘Rosea’","Ramonda myconii f. rosea ",NA,NA
"RocailleO01","200332","Micromeria marginata","Satureja piperella","Micromeria","Lamiaceae"
"RocailleO01","200333","Arenaria balearica","Arenaria balearica","Arenaria","Caryophyllaceae"
"RocailleO01","200334","Dionysia involucrata","Dionysia involucrata","Dionysia","Primulaceae"
"RocailleO01","200335","Saxifraga cochlearis","Saxifraga cochlearis","Saxifraga","Saxifragaceae"
"RocailleO01","200335","Saxifraga cochlearis","Saxifraga cochlearis","Saxifraga","Saxifragaceae"
"RocailleO01","200335","Saxifraga cochlearis","Saxifraga cochlearis","Saxifraga","Saxifragaceae"
"RocailleO01","200336","Androsace helvetica","Androsace helvetica","Androsace","Primulaceae"
"RocailleO01","200337","Saxifraga vandellii","Saxifraga vandelii","Saxifraga","Saxifragaceae"
"RocailleO01","200338","Asperula arcadiensis","Asperula arcadiensis","Asperula","Rubiaceae"
"RocailleO01","88599","Dionysia aretioides","Dionysia aretioides","Dionysia","Primulaceae"
"RocailleO01","200339","Jankaea heldreichii","Jankaea heldreichii","Jankaea","Gesneriaceae"
"RocailleO01","200340","Saxifraga lilacina","Saxifraga lilacina","Saxifraga","Saxifragaceae"
"RocailleO01","200341","Omphalodes luciliae","Omphalodes luciliae","Omphalodes","Boraginaceae"
"RocailleO01","200342","Viola delphinantha","Viola delphinantha","Viola","Violaceae"
"RocailleO10","205717","Marrubium incanum","Marrubium incanum","Marrubium","Lamiaceae"
"RocailleO10","97588","Viola hispida","Viola hispida Lmk.","Viola","Violaceae"
"RocailleO10","206693","Cistus ladanifer","Cistus ladanifer L.","Cistus","Cistaceae"
"RocailleO10","205212","Androsace himalaica","Androsace himalaica","Androsace","Primulaceae"
"RocailleO10","97521","","Colchicum variegatum L.",NA,NA
"RocailleO10","206560","","Asphodelus albus",NA,NA
"RocailleP10","205719","Astragalus alopecurus","astragalus centralpinus","Astragalus","Fabaceae"
"RocailleP10","205720","Carex buchananii","Carex buchananii","Carex","Cyperaceae"
"RocailleP10","205721","Erica terminalis","Erica terminalis","Erica","Ericaceae"
"RocailleP10","205722","Lysimachia ephemerum","Lysimachia ephemerum L.","Lysimachia","Primulaceae"
"RocailleP10","205799","Plantago sempervirens","Plantago arborescens Poir.","Plantago","Plantaginaceae"
"RocailleP10","96556","Rosmarinus officinalis ‘Prostrata’","Rosmarinus officinalis f. prostrata ",NA,NA
"RocailleP10","208131","Dorycnium hirsutum","Dorycnium hirsutum","Dorycnium","Fabaceae"
"RocailleProt1","215319","Carlina acaulis subsp. caulescens","Carlina acaulis subsp. caulescens ","Carlina","Asteraceae"
"RocailleProt1","218099","Eryngium campestre","Eryngium campestre","Eryngium","Apiaceae"
"RocailleProt1","221830","Dracocephalum ruyschiana","Dracocephalum ruyschiana","Dracocephalum","Lamiaceae"
"RocailleProt1","220370","Trinia glauca","Trinia glauca","Trinia","Apiaceae"
"RocailleProt1","215408","Rhododendron ferrugineum","Rhododendron ferrugineum","Rhododendron","Ericaceae"
"RocailleProt1","218093","Valerianella rimosa","Valerianella rimosa","Valerianella","Caprifoliaceae"
"RocailleProt1","217211","Trifolium arvense","Trifolium arvense","Trifolium","Fabaceae"
"RocailleProt1","218094","Valerianella dentata","Valerianella dentata","Valerianella","Caprifoliaceae"
"RocailleProt1","216027","Teucrium botrys","Teucrium botrys","Teucrium","Lamiaceae"
"RocailleProt1","217086","Saxifraga paniculata","Saxifraga paniculata","Saxifraga","Saxifragaceae"
"RocailleProt1","217086","Saxifraga paniculata","Saxifraga paniculata","Saxifraga","Saxifragaceae"
"RocailleProt1","218085","Saxifraga paniculata","Saxifraga paniculata","Saxifraga","Saxifragaceae"
"RocailleProt1","218085","Saxifraga paniculata","Saxifraga paniculata","Saxifraga","Saxifragaceae"
"RocailleProt1","218043","Leucojum vernum","Leucojum vernum","Leucojum","Amaryllidaceae"
"RocailleProt1","215044","Dianthus superbus","Dianthus superbus","Dianthus","Caryophyllaceae"
"RocailleProt1","215338","Cynoglossum germanicum","Cynoglossum germanicum","Cynoglossum","Boraginaceae"
"RocailleProt1","215101","Marrubium vulgare","Marrubium vulgare","Marrubium","Lamiaceae"
"RocailleProt2","216024","Pulmonaria helvetica","Pulmonaria helvetica","Pulmonaria","Boraginaceae"
"RocailleProt2","216783","Astragalus sempervirens","Astragalus sempervivum","Astragalus","Fabaceae"
"RocailleProt2","221086","Selaginella helvetica","Selaginella helvetica","Selaginella","Selaginellaceae"
"RocailleProt2","218096","Geranium lucidum","Geranium lucidum","Geranium","Geraniaceae"
"RocailleProt2","216220","Carpesium cernuum","Carpesium cernuum","Carpesium","Asteraceae"
"RocailleProt2","218090","Blitum virgatum","Blitum virgatum","Blitum","Amaranthaceae"
"RocailleProt2","215406","Allium victorialis","Allium victorialis","Allium","Amaryllidaceae"
"RocailleProt2","218001","Phyllitis scolopendrium","Phyllitis scolopendrium","Phyllitis","Aspleniaceae"
"RocailleProt2","216222","Agrimonia procera","Agrimonia procera","Agrimonia","Rosaceae"
"RocailleProt2","217236","Buglossoides purpurocaerulea","Buglossoides purpurocaerulea","Buglossoides","Boraginaceae"
"RocailleProt3","219220","Aquilegia alpina","Aquilegia alpina","Aquilegia","Ranunculaceae"
"RocailleProt3","220050","Trifolium striatum","Trifolium striatum","Trifolium","Fabaceae"
"RocailleProt3","220051","Filago vulgaris","Filago vulgaris","Filago","Asteraceae"
"RocailleProt3","218139","Leontopodium alpinum","Leontopodium alpinum","Leontopodium","Asteraceae"
"RocailleProt3","219045","Campanula cervicaria","Campanula cervicaria","Campanula","Campanulaceae"
"RocailleProt3","217136","Heliotropium europaeum","Heliotropium europaeum","Heliotropium","Boraginaceae"
"RocailleProt3","215325","Arctostaphylos uva-ursi","Arctostaphylos uva-ursi","Arctostaphylos","Ericaceae"
"RocailleProt3","216224","Allium carinatum subsp. pulchellum","Allium carinatum subsp. pulchellum ","Allium","Amaryllidaceae"
"RocailleProt3","215322","Gentiana cruciata","Gentiana cruciata","Gentiana","Gentianaceae"
"RocailleProt3","216101","Pulsatilla vulgaris","Pulsatilla vulgaris","Pulsatilla","Ranunculaceae"
"RocailleProt3","216167","Crepis bocconei","Crepis bocconei","Crepis","Asteraceae"
"RocailleProt4","216104","Lathyrus tuberosus","Lathyrus tuberosus","Lathyrus","Fabaceae"
"RocailleProt4","221839","Senecio erraticus","Senecio erraticus","Senecio","Asteraceae"
"RocailleProt4","221088","Ruscus aculeatus","Ruscus aculeatus","Ruscus","Asparagaceae"
"RocailleProt4","221027","Onopordum acanthium","Onopordum acanthium","Onopordum","Asteraceae"
"RocailleProt4","220062","Leonurus cardiaca","Leonurus cardiaca","Leonurus","Lamiaceae"
"RocailleProt4","216038","Arctium tomentosum","Arctium tomentosum","Arctium","Asteraceae"
"RocailleProt4","217212","Inula helvetica","Inula helvetica","Inula","Asteraceae"
"RocailleProt4","217186","Silaum silaus","Silaum silaus","Silaum","Apiaceae"
"RocailleProt4","217215","Peucedanum carvifolia","Peucedanum carvifolia","Peucedanum","Apiaceae"
"RocailleProt4","218092","Serratula tinctoria","Serratula tinctoria","Serratula","Asteraceae"
"RocailleProt4","215543","Rosa glauca","Rosa glauca","Rosa","Rosaceae"
"RocailleProt4","217217","Verbascum blattaria","Verbascum blattaria","Verbascum","Scrophulariaceae"
"RocailleProt4","217217","Verbascum blattaria","Verbascum blattaria","Verbascum","Scrophulariaceae"
"RocailleProt4","217237","Trochiscanthes nodiflora","Trochiscanthes nodiflora","Trochiscanthes","Apiaceae"
"RocailleProt4","215402","Lathyrus occidentalis","Lathyrus occidentalis","Lathyrus","Fabaceae"
"RocailleProtBassin","219157","Baldellia ranunculoides","Baldellia ranunculoides","Baldellia","Alismataceae"
"RocailleProtBassin","217213","Gentiana pneumonanthe","Gentiana pneumonanthe","Gentiana","Gentianaceae"
"RocailleProtBassin","215358","Salix repens","Salix repens","Salix","Salicaceae"
"RocailleProtBassin","216214","Ranunculus reptans","Ranunculus reptans","Ranunculus","Ranunculaceae"
"RocailleProtBassin","220056","Samolus valerandi","Samolus valerandi","Samolus","Primulaceae"
"RocailleR01","221795","Pinus sylvestris","Pinus sylvestris","Pinus","Pinaceae"
"RocailleR10","675240","Putoria calabrica","Putoria calabrica","Putoria","Rubiaceae"
"RocailleR10","205571","Cistus incanus","Cistus incanus","Cistus","Cistaceae"
"RocailleR10","205828","Astragalus purpureus","Astragalus purpureus Lam.","Astragalus","Fabaceae"
"RocailleR10","205801","Acaena novae-zelandiae","Acaena novazelandica","Acaena","Rosaceae"
"RocailleR10","205802","Bulbine semibarbata","Bulbinella semibarbata","Bulbine","Asphodelaceae"
"RocailleR10","205803","Bupleurum spinosum","Bupleurum spinosum","Bupleurum","Apiaceae"
"RocailleR10","205805","Globularia incanescens","Globularia incanescens","Globularia","Plantaginaceae"
"RocailleR10","220270","","Primula palinuri",NA,NA
"RocailleR10","95510","Acis autumnalis","Leucojum autumnale","Acis","Amaryllidaceae"
"RocailleR10","664848","Muehlenbeckia axillaris","Muehlenbeckia axillaris (Hook.) Walp.","Muehlenbeckia","Polygonaceae"
"RocailleR10","205821","Origanum dictamnus","Origanum dictamnus","Origanum","Lamiaceae"
"RocailleR10","206868","Pratia angulata","Pratia angulata","Pratia","Campanulaceae"
"RocailleR10","205825","Pancratium illyricum","Pancratium illyricum","Pancratium","Amaryllidaceae"
"RocailleR10","205686","Phygelius capensis","Phygelius cappensis","Phygelius","Scrophulariaceae"
"RocailleR10","836368","Salvia verbenaca","Salvia verbenaca L.","Salvia","Lamiaceae"
"RocailleR10","204243","Erodium trifolium","Erodium triphyllum","Erodium","Geraniaceae"
"RocailleR10","200154","Digitalis obscura subsp. obscura","Digitalis cf. obscura","Digitalis","Plantaginaceae"
"RocailleR10","208105","Pimelea prostrata","Pimelea coarctata","Pimelea","Thymelaeaceae"
"RocailleR10","794327","Cerastium tomentosum","Cerastium tomentosum","Cerastium","Caryophyllaceae"
"RocailleT10","93542","Samolus valerandi","Samolus valerandi L.","Samolus","Primulaceae"
"RocailleU01","215032","Tanacetum corymbosum","Tanacetum corymbosum","Tanacetum","Asteraceae"
"RocailleU01","216042","Aquilegia vulgaris","Aquilegia vulgaris","Aquilegia","Ranunculaceae"
"RocailleU01","218084","Salix retusa","Salix retusa","Salix","Salicaceae"
"RocailleU01","219156","Rosa micrantha","Rosa micrantha","Rosa","Rosaceae"
"RocailleU01","217222","Succisa pratensis","Succisa pratensis","Succisa","Caprifoliaceae"
"RocailleU01","217234","Cirsium erisithales","Cirsium erisithales","Cirsium","Asteraceae"
"RocailleU01","215347","Astrantia major","Astrantia major","Astrantia","Apiaceae"
"RocailleU01","215332","Vincetoxicum hirundinaria","Vincetoxicum hirundinaria","Vincetoxicum","Apocynaceae"
"RocailleU01","215044","Dianthus superbus","Dianthus superbus","Dianthus","Caryophyllaceae"
"RocailleU01","216216","Vicia dumetorum","Vicia dumetorum","Vicia","Fabaceae"
"RocailleU01","216171","Tricyrtis hirta","Tricyrtis hirta","Tricyrtis","Liliaceae"
"RocailleU01","216222","Agrimonia procera","Agrimonia procera","Agrimonia","Rosaceae"
"RocailleU01","208008","Salvia officinalis subsp. gallica","Salvia lavandulifolia subsp. lavandulifolia Vahl.","Salvia","Lamiaceae"
"RocailleU02","208008","Salvia officinalis subsp. gallica","Salvia lavandulifolia subsp. lavandulifolia Vahl.","Salvia","Lamiaceae"
"RocailleU02","220348","Solidago virgaurea subsp. minuta","Solidago virgaurea subsp. minuta ","Solidago","Asteraceae"
"RocailleU02","221208","Brunnera macrophylla","Brunnera macrophylla","Brunnera","Boraginaceae"
"RocailleU02","216016","Chenopodium bonus-henricus","Chenopodium bonus-hemricus","Chenopodium","Amaranthaceae"
"RocailleU02","218020","Rumex scutatus","Rumex scutatus","Rumex","Polygonaceae"
"RocailleU02","215363","Rumex patientia","Rumex patienta","Rumex","Polygonaceae"
"RocailleV01","221073","Narcissus cyclamineus ‘Tête à Tête’","Narcissus cyclamineus   'Tête à Tête' ",NA,NA
"RocailleV01","221663","Rosa rugosa","Rosa rugosa","Rosa","Rosaceae"
"RocailleV01","221074","Crocus flavus","Crocus flavus","Crocus","Iridaceae"
"RocailleV01","221684","Yucca filamentosa","Yucca filamentosa","Yucca","Asparagaceae"
"RocailleV01","218102","Sedum kamtschaticum","Sedum kamtschaticum","Sedum","Crassulaceae"
"RocailleV01","221636","Carex pendula","Carex pendula","Carex","Cyperaceae"
"RocailleV01","221033","Cyclamen hederifolium","Cyclamen hederifolium","Cyclamen","Primulaceae"
"RocailleV01","215385","Ranunculus gramineus","Ranunculus gramineus","Ranunculus","Ranunculaceae"
"RocailleV01","217255","Arctostaphylos uva-ursi","Arctostaphylos uva-ursi","Arctostaphylos","Ericaceae"
"RocailleV02","93059","Cneorum tricoccon","Cneorum tricoccon L.","Cneorum","Rutaceae"
"RocailleV02","218101","Scutellaria altissima","Scutellaria altissima","Scutellaria","Lamiaceae"
"RocailleV02","94063","Bupleurum fruticosum","Bupleurum fruticosum L.","Bupleurum","Apiaceae"
"RocailleV02","221074","Crocus flavus","Crocus flavus","Crocus","Iridaceae"
"RocailleV02","221115","Viola riviniana","Viola riviniana","Viola","Violaceae"
"RocailleV02","8161","Phlomis fruticosa","Phlomis fruticosa L.","Phlomis","Lamiaceae"
"RocailleV02","218106","Minuartia laricifolia","Minuartia laricifolia","Minuartia","Caryophyllaceae"
"RocailleV03","205556","Physostegia virginiana","Physostegia virginiana (L.) Benth.","Physostegia","Lamiaceae"
"RocailleV03","221074","Crocus flavus","Crocus flavus","Crocus","Iridaceae"
"RocailleV03","215529","Eryngium alpinum","Doronicum grandiflorum","Eryngium","Apiaceae"
"RocailleV03","216040","Stachys sylvatica","Stachys sylvatica","Stachys","Lamiaceae"
"RocailleV03","221632","Asperula taurina","Asperula taurina","Asperula","Rubiaceae"
"RocailleV03","221693","Cephalaria alpina","Cephalaria alpina","Cephalaria","Caprifoliaceae"
"RocailleV03","220362","Verbascum phlomoides","Verbascum phlomoides","Verbascum","Scrophulariaceae"
"RocailleV03","221025","Digitalis grandiflora","Digitalis grandiflora","Digitalis","Plantaginaceae"
"RocailleV03","221041","Fragaria vesca","Fragaria vesca","Fragaria","Rosaceae"
"RocailleV03","221080","Hepatica nobilis","Hepatica nobilis","Hepatica","Ranunculaceae"
"RocailleV03","221079","Anemone nemorosa","Anemone nemorosa","Anemone","Ranunculaceae"
"RocailleV03","220164","Sarcococca ruscifolia","Sarcococca ruscifolia Stapf","Sarcococca","Buxaceae"
"RocailleV03","218097","Serratula tinctoria","Serratula tinctoria","Serratula","Asteraceae"
"RocailleV03","216223","Stemmacantha rhapontica","Stemmacantha rhapontica","Stemmacantha","Asteraceae"
"RocailleV03","217002","Phyteuma spicatum","Phyteuma spicatum","Phyteuma","Campanulaceae"
"RocailleV03","216770","Peucedanum ostruthium","Peucedanum ostruthium","Peucedanum","Apiaceae"
"RocailleV03","217017","Achillea macrophylla","Achillea macrophylla","Achillea","Asteraceae"
"RocailleV03","217228","Sanguisorba officinalis","Sanguisorba officinalis","Sanguisorba","Rosaceae"
"RocailleV03","215510","Myrrhis odorata","Myrrhis odorata","Myrrhis","Apiaceae"
"RocailleV03","216020","Verbena officinalis","Verbena officinalis","Verbena","Verbenaceae"
"RocailleV03","216060","Dianthus sylvestris","Dianthus sylvestris","Dianthus","Caryophyllaceae"
"RocailleV10","205549","Teucrium flavum","Teucrium flavum L.","Teucrium","Lamiaceae"
"RocailleW01","218061","Ramonda myconi","Ramonda myconi","Ramonda","Gesneriaceae"
"RocailleW01","216017","Carex pulicaris","Carex pumila","Carex","Cyperaceae"
"RocailleW01","217264","Artemisia umbelliformis","Artemisia umbelliformis","Artemisia","Asteraceae"
"RocailleW01","217169","Kernera saxatilis","Kernera saxatilis","Kernera","Brassicaceae"
"RocailleW01","217263","Silene acaulis","Silene acaulis","Silene","Caryophyllaceae"
"RocailleW01","217022","Cardaminopsis arenosa subsp. borbasii","Cardaminopsis arenosa subsp. borbasii ","Cardaminopsis","Brassicaceae"
"RocailleW01","219130","Acinos alpinus","Acinos alpinus","Acinos","Lamiaceae"
"RocailleW01","215323","Globularia nudicaulis","Globularia nudicaulis","Globularia","Plantaginaceae"
"RocailleW01","215351","Sedum album","Sedum album","Sedum","Crassulaceae"
"RocailleW01","215566","Oxyria digyna","Oxygria digyma","Oxyria","Polygonaceae"
"RocailleW01","216054","Scabiosa lucida","Scabiosa lucida","Scabiosa","Caprifoliaceae"
"RocailleW01
","217029","Valeriana montana","Valeriana montana","Valeriana","Caprifoliaceae"
"RocailleW01
","217113","Myosotis alpestris","Myosotis alpestris","Myosotis","Boraginaceae"
"RocailleW02
","217202","Sempervivum montanum","Sempervivum montanum","Sempervivum","Crassulaceae"
"RocailleW02
","217202","Sempervivum montanum","Sempervivum montanum","Sempervivum","Crassulaceae"
"RocailleW02
","216752","Kernera saxatilis","Kernera saxatilis","Kernera","Brassicaceae"
"RocailleW02
","215407","Campanula barbata","Campanula barbata","Campanula","Campanulaceae"
"RocailleW02
","216092","Saxifraga cotyledon","Saxifraga cotyledon","Saxifraga","Saxifragaceae"
"RocailleW02
","216081","Pseudolysimachion spicatum","Pseudolysimachion spicatum","Pseudolysimachion","Plantaginaceae"
"RocailleW02
","221767","Polygonum viviparum","Polygonum viviparum","Polygonum","Polygonaceae"
"RocailleW02
","221855","Sedum annuum","Sedum annuum","Sedum","Crassulaceae"
"RocailleW02
","221007","Rhodiola rosea","Rhodiola rosea","Rhodiola","Crassulaceae"
"RocailleW02
","217168","Campanula thyrsoides","Campanula thyrsoides","Campanula","Campanulaceae"
"RocailleW02
","221788","Murbeckiella pinnatifida","Murbeckiella pinnatifida","Murbeckiella","Brassicaceae"
"RocailleW02
","219091","Saxifraga cotyledon","Saxifraga cotyledon","Saxifraga","Saxifragaceae"
"RocailleW02
","216060","Dianthus sylvestris","Dianthus sylvestris","Dianthus","Caryophyllaceae"
"RocailleW02
","221698","Rhododendron hirsutum","Rhododendron hirsutum","Rhododendron","Ericaceae"
"RocailleW02
","221669","Viola cazorlensis","Viola cazorlensis","Viola","Violaceae"
"RocailleW02
","221573","Soldanella alpina","Soldanella alpina","Soldanella","Primulaceae"
"RocailleW02
","221572","Saxifraga cotyledon","Saxifraga cotyledon","Saxifraga","Saxifragaceae"
"RocailleW02
","221021","Phyteuma scheuchzeri","Phyteuma scheuchzeri","Phyteuma","Campanulaceae"
"RocailleW02
","216746","Veronica aphylla","Veronica aphyla","Veronica","Plantaginaceae"
"RocailleW02
","217190","Cerastium arvense subsp. strictum","Cerastium arvense subsp. strictum ","Cerastium","Caryophyllaceae"
"RocailleW02
","217007","Primula auricula","Primula auricula","Primula","Primulaceae"
"RocailleW02
","217126","Sempervivum tectorum","Sempervivum tectorum","Sempervivum","Crassulaceae"
"RocailleW02
","217126","Sempervivum tectorum","Sempervivum tectorum","Sempervivum","Crassulaceae"
"RocailleW02
","217146","Saxifraga paniculata","Saxifraga paniculata","Saxifraga","Saxifragaceae"
"RocailleW02
","217146","Saxifraga paniculata","Saxifraga paniculata","Saxifraga","Saxifragaceae"
"RocailleW02
","217176","Sempervivum tectorum","Sempervivum tectorum subsp. alpinum ","Sempervivum","Crassulaceae"
"RocailleW02
","217176","Sempervivum tectorum","Sempervivum tectorum subsp. alpinum ","Sempervivum","Crassulaceae"
"RocailleW02
","217172","Athamanta cretensis","Athamanta cretensis","Athamanta","Apiaceae"
"RocailleW02
","217147","Saxifraga rotundifolia","Saxifraga rotundifolia","Saxifraga","Saxifragaceae"
"RocailleW02
","217123","Gypsophila repens","Gypsophila repens","Gypsophila","Caryophyllaceae"
"RocailleW02
","216753","Linum alpinum","Linum alpinum","Linum","Linaceae"
"RocailleW02
","216057","Cerastium alpinum","Cerastium alpinum","Cerastium","Caryophyllaceae"
"RocailleW02
","216067","Sempervivum arachnoideum","Sempervivum arachnoideum","Sempervivum","Crassulaceae"
"RocailleW02
","216067","Sempervivum arachnoideum","Sempervivum arachnoideum","Sempervivum","Crassulaceae"
"RocailleW02
","216067","Sempervivum arachnoideum","Sempervivum arachnoideum","Sempervivum","Crassulaceae"
"RocailleW02
","216065","Sedum dasyphyllum","Sedum dasyphyllum","Sedum","Crassulaceae"
"RocailleW02
","216066","Sedum rupestre","Sedum rupestre","Sedum","Crassulaceae"
"RocailleW02
","217124","Minuartia laricifolia","Minuartia laricifolia","Minuartia","Caryophyllaceae"
"RocailleW02
","216076","Teucrium montanum","Teucrium montanum","Teucrium","Lamiaceae"
