"Code.emplacement","No.Semis","Taxons","Nom.acquisition","genus","family"
"CoucheBulbesRust","86726","","Fritillaria imperialis",NA,NA
"CoucheBulbesRust","88637","","Fritillaria messanensis",NA,NA
"CoucheBulbesRust","76052","","Fritillaria raddeana",NA,NA
"CoucheBulbesRust","87917","","Fritillaria messanensis",NA,NA
"CoucheBulbesRust","91205","","Fritillaria tubiformis subsp. modrigei ",NA,NA
"CoucheBulbesRust","87940","","Fritillaria camtschatcensis",NA,NA
"CoucheBulbesRust","98515","","Fritillaria messanensis",NA,NA
"CoucheBulbesRust","84432","","Fritillaria graeca",NA,NA
"CoucheBulbesRust","81153","Fritillaria pyrenaica","Fritillaria cf. pyrenaica","Fritillaria","Liliaceae"
"CoucheBulbesRust","98511","Fritillaria sp.","Fritillaria sp.",NA,NA
"CoucheBulbesRust","94088","Fritillaria acmopetala","Frittillaria acmopetala","Fritillaria","Liliaceae"
"CoucheBulbesRust","90007","","Fritillaria gibbosa",NA,NA
"CoucheBulbesRust","93228","Fritillaria pyrenaica","Fritillaria pyrenaica L.","Fritillaria","Liliaceae"
"CoucheBulbesRust","87884","Fritillaria pontica","Fritillaria pontica","Fritillaria","Liliaceae"
"CoucheBulbesRust","89220","","Fritillaria messanensis subsp. gracilis ",NA,NA
"CoucheBulbesRust","95505","","Fritillaria graeca subsp. tessala ",NA,NA
"CoucheBulbesRust","93074","","Fritillaria caucasica",NA,NA
"CoucheBulbesRust","99014","Fritillaria lutea","Fritillaria lutea","Fritillaria","Liliaceae"
"CoucheBulbesRust","99139","Fritillaria acmopetala","Fritillaria acmopetala","Fritillaria","Liliaceae"
"CoucheBulbesRust","82081","","Erythronium revolutum",NA,NA
"CoucheBulbesRust","91090","","Fritillaria pyrenaica",NA,NA
"CoucheBulbesRust","89026","","Erythronium helenae",NA,NA
"CoucheBulbesRust","76115","Fritillaria pyrenaica","Fritillaria pyrenaica","Fritillaria","Liliaceae"
"CoucheBulbesRust","87073","","Erythronium oreganum",NA,NA
"CoucheBulbesRust","95504","Fritillaria lanceolata","Fritillaria lanceolata","Fritillaria","Liliaceae"
"CoucheBulbesRust","98524","","Fritillaria tenella",NA,NA
"CoucheBulbesRust","91061","","Fritillaria michailovskyi",NA,NA
"CoucheBulbesRust","95606","Erythronium americanum","Erythronium americanum Ker-Gawl.","Erythronium","Liliaceae"
"CoucheBulbesRust","91080","","Erythronium oreganum",NA,NA
"CoucheBulbesRust","93595","Lilium concolor var. partheneion","Lilium concolor var. partheneion Bak.","Lilium","Liliaceae"
"CoucheBulbesRust","86544","","Lilium martagon var. sanguineum ",NA,NA
"CoucheBulbesRust","83202","Lilium martagon f. Flore albo","Lilium martagon f. flore-albo ",NA,NA
"CoucheBulbesRust","200158","Lilium martagon f. Flore albo","Lilium martagon f. album ",NA,NA
"CoucheBulbesRust","95507","","Lilium martagon subsp. caucasicum ",NA,NA
"CoucheBulbesRust","88540","","Lilium speciosum var. ruburum ",NA,NA
"CoucheBulbesRust","93594","Lilium amabile","Lilium amabile Palibin","Lilium","Liliaceae"
"CoucheBulbesRust","87384","Lilium pumilum","Lilium pumilum","Lilium","Liliaceae"
"CoucheBulbesRust","87183","","Lilium carniolicum",NA,NA
"CoucheBulbesRust","90233","","Lilium auratum",NA,NA
"CoucheBulbesRust","93303","Lilium columbianum","Lilium columbianum","Lilium","Liliaceae"
"CoucheBulbesRust","98556","","Lilium formosanum",NA,NA
"CoucheBulbesRust","89980","","Lilium dalmaticum",NA,NA
"CoucheBulbesRust","86470","Lilium pumilum","Lilium pumilum","Lilium","Liliaceae"
"CoucheBulbesRust","93049","Lilium tenuifolium","Lilium tenuifolium Fisch.","Lilium","Liliaceae"
"CoucheBulbesRust","92100","Lilium bulbiferum subsp. croceum","Lilium croceum","Lilium","Liliaceae"
"CoucheBulbesRust","2368","","Lilium caucasicum",NA,NA
"CoucheBulbesRust","98576","","Lilium pomponium",NA,NA
"CoucheBulbesRust","99053","Iris ruthenica","Iris ruthenica","Iris","Iridaceae"
"CoucheBulbesRust","95512","","Iris planifolia",NA,NA
"CoucheBulbesRust","872410","","Iris magnifica",NA,NA
"CoucheBulbesRust","872425","","Iris reticulata",NA,NA
"CoucheBulbesRust","93645","Iris setosa","Iris setosa","Iris","Iridaceae"
"CoucheBulbesRust","93646","","Iris sanguinea",NA,NA
"CoucheBulbesRust","87204","Iris unguicularis","Iris unguicularis","Iris","Iridaceae"
"CoucheBulbesRust","206548","","Gladiolus italicus",NA,NA
"CoucheBulbesRust","872147","Gladiolus italicus","Gladiolus segetum","Gladiolus","Iridaceae"
"CoucheBulbesRust","93620","","Gladiolus palustris Gaud.",NA,NA
"CoucheBulbesRust","85954","","Gladiolus palustris",NA,NA
"CoucheBulbesRust","85975","","Gladiolus italicus",NA,NA
"CoucheBulbesRust","861790","","Gladiolus communis",NA,NA
"CoucheBulbesRust","95514","","Crocus veluchensia",NA,NA
"CoucheBulbesRust","206549","","à déterminé ",NA,NA
"CoucheBulbesRust","206553","","Crocus sp.",NA,NA
"CoucheBulbesRust","872369","","Crocus niveus cv. ‘Blue Shades‘",NA,NA
"CoucheBulbesRust","872175","","Crocus banaticus",NA,NA
"CoucheBulbesRust","825321","","Crocus speciosus",NA,NA
"CoucheBulbesRust","206550","","Crocus albiflorus",NA,NA
"CoucheBulbesRust","794525","","Crocus speciosus",NA,NA
"CoucheBulbesRust","206551","","Crocus albiflorus",NA,NA
"CoucheBulbesRust","206552","","Crocus sp.",NA,NA
"CoucheBulbesRust","90029","","Crocus flavus",NA,NA
"CoucheBulbesRust","872175","","Crocus banaticus",NA,NA
"CoucheBulbesRust","206546","","Crocus sp.",NA,NA
"CoucheBulbesRust","95125","Sisyrinchium macrocarpum","Sisyrinchium macrocarpon","Sisyrinchium","Iridaceae"
"CoucheBulbesRust","825917","","Crocus napolitanus Mordant et Loisel",NA,NA
"CoucheBulbesRust","861581","","Crocus neapolitanus Mord. & Loisel",NA,NA
"CoucheBulbesRust","206547","Crocus veluchensis","Crocus veluchensis","Crocus","Iridaceae"
"CoucheBulbesRust","805029","","Crocus nevadense",NA,NA
"CoucheBulbesRust","95518","","Crocus veluchensia",NA,NA
"CoucheBulbesRust","773008","","Crocus heuffelianus Herb.",NA,NA
"CoucheBulbesRust","206554","","Allium narcissiflorum Wild  (Villars)",NA,NA
"CoucheBulbesRust","84183","","Allium insubricum",NA,NA
"CoucheBulbesRust","97521","","Colchicum variegatum L.",NA,NA
"CoucheBulbesRust","93168","Allium nevii","Allium nevii  S. Wats.","Allium","Amaryllidaceae"
"CoucheBulbesRust","93167","Allium caesium","Allium caesium Schrenk","Allium","Amaryllidaceae"
"CoucheBulbesRust","851250","","Allium schoenoprasum var. alpinum ",NA,NA
"CoucheBulbesRust","206555","","Allium acuminatum",NA,NA
"CoucheBulbesRust","97516","Tulipa sylvestris","Tulipa sylvestris L.","Tulipa","Liliaceae"
"CoucheBulbesRust","882876","","Allium sp.",NA,NA
"CoucheBulbesRust","893191","","Sisyrinchium montanum _Greene",NA,NA
"CoucheBulbesRust","84226","Colchicum triphyllum","Colchicum lusitanicum Brot","Colchicum","Colchicaceae"
"CoucheBulbesRust","893218","","Colchicum doerfleri",NA,NA
"CoucheBulbesRust","836449","Oncostema peruviana","Scilla persica Hausskn.","Oncostema","Asparagaceae"
"CoucheBulbesRust","783738","","Colchicum umbrosum Stev.",NA,NA
"CoucheBulbesRust","804953","","Colchicum alpinum DC.",NA,NA
"CoucheBulbesRust","90005","","Colchicum haussknectii",NA,NA
"CoucheBulbesRust","773220","","Colchicum cf. borisii Stef.",NA,NA
"CoucheBulbesRust","90139","","Crocus corsicus",NA,NA
"CoucheBulbesRust","94358","Narcissus rupicola","Narcissus rupicola Dufour","Narcissus","Amaryllidaceae"
"CoucheBulbesRust","201121","Narcissus romieuxii","Narcissus romieuxii Braun-Blanq. & Maire","Narcissus","Amaryllidaceae"
"CoucheBulbesRust","98566","","Narcissus tazetta subsp. italica ",NA,NA
"CoucheBulbesRust","872314","Merendera trigyna","Merendera trigyna","Merendera","Colchicaceae"
"CoucheBulbesRust","93231","Leucojum nicaeense","Leucojum nicaeense Ardonio","Leucojum","Amaryllidaceae"
"CoucheBulbesRust","95510","Acis autumnalis","Leucojum autumnale","Acis","Amaryllidaceae"
"CoucheBulbesRust","90189","","Allium atropurpureum",NA,NA
"CoucheBulbesRust","206556","Leucojum valentinum subsp. vlorense","Leucojum valentinum subsp. vlorense ","Leucojum","Brassicaceae"
"CoucheBulbesRust","89975","Narcissus rupicola","Narcissus rupicola","Narcissus","Amaryllidaceae"
"CoucheBulbesRust","85762","","Narcissus dubius",NA,NA
"CoucheBulbesRust","203144","","Allium saxatile Bieb.",NA,NA
"CoucheBulbesRust","201120","Narcissus gaditanus","Narcissus gaditanus Boiss. & Reut.","Narcissus","Amaryllidaceae"
"CoucheBulbesRust","202032","Muscari coeleste","Muscari coeleste","Muscari","Asparagaceae"
"CoucheBulbesRust","203109","","Narcissus assoanus Dufr.",NA,NA
"CoucheBulbesRust","203096","","Allium guttatum Steven subsp. sardoum (Morris) Stearn",NA,NA
"CoucheBulbesRust","203145","","Allium libanii Boiss.",NA,NA
"CoucheBulbesRust","203178","","Allium heldreichii",NA,NA
"CoucheBulbesRust","84481","","Narcissus scaberulus",NA,NA
"CoucheBulbesRust","98578","","Hyacinthoides italica (L.) Rothm. f. alba ",NA,NA
"CoucheBulbesRust","87111","","Galanthus elwesii",NA,NA
"CoucheBulbesRust","93518","","Galanthus plicatus M. Bieb. subsp. plicatus ",NA,NA
"CoucheBulbesRust","206557","","Hyacinthus orientalis",NA,NA
"CoucheBulbesRust","762175","","Ixiolirion tataricum (Pall.) Herb.",NA,NA
"CoucheBulbesRust","206558","","Zephyranthes aurea",NA,NA
"CoucheBulbesRust","872089","","Clintonia umbellata + Maianthemum ",NA,NA
"CoucheBulbesRust","882870","","Zygadenus sp.",NA,NA
"CoucheBulbesRust","872027","Paradisea liliastrum","Paradisea liliastrum","Paradisea","Asparagaceae"
"CoucheBulbesRust","872027","Paradisea liliastrum","Paradisea liliastrum","Paradisea","Asparagaceae"
"CoucheBulbesRust","95516","","Zygadenus ? ",NA,NA
"CoucheBulbesRust","893002","","Liriope koreana",NA,NA
"CoucheBulbesRust","893037","","Ornithogallum excapum",NA,NA
"CoucheBulbesRust","206559","","Artropodium candidum",NA,NA
"CoucheBulbesRust","893111","","Ornithogalum gussonei Ten",NA,NA
"CoucheBulbesRust","201001","Allium lineare","Allium lineare L.","Allium","Amaryllidaceae"
"CoucheBulbesRust","861580","","Ornithogalum gussonei Ten",NA,NA
"CoucheBulbesRust","892957","","Ornithogalum gussonei Ten.",NA,NA
"CoucheBulbesRust","832813","","Ornithogalum excapum",NA,NA
"CoucheBulbesRust","871926","","Arum italicum subsp. byzantinus ? ",NA,NA
"CoucheBulbesRust","871922","","Ornithogalum sp",NA,NA
"CoucheBulbesRust","90145","","Asphodelus aestivus",NA,NA
"CoucheBulbesRust","94059","","Convalaria keiskei Miq.",NA,NA
"CoucheBulbesRust","206560","","Asphodelus albus",NA,NA
"CoucheBulbesRust","893223","","Gladiolus italicus",NA,NA
"CoucheBulbesRust","95172","Camassia cusickii","Camassia cusickii S. Wats.","Camassia","Asparagaceae"
"CoucheBulbesRust","206561","","Polygonum verticilliatum var. ramosum ",NA,NA
"CoucheBulbesRust","201133","Paradisea liliastrum","Paradisea liliastrum (L.) Bertol.","Paradisea","Asparagaceae"
"CoucheMidiCentre","96651","","Primula marginata",NA,NA
"CoucheMidiCentre","94083","Dianthus haematocalyx subsp. pindicola","Dianthus haemathocalyx subsp. pindicola ","Dianthus","Caryophyllaceae"
"CoucheMidiCentre","96648","Primula sp.","Primula sp.",NA,NA
"CoucheMidiCentre","205214","Saxifraga x gaudinii","Saxifraga gaudinii","Saxifraga","Saxifragaceae"
"CoucheMidiCentre","96037","Pterocephalus perennis subsp. bellidifolius","Pterocephalus perennis subsp. beliidifolius ","Pterocephalus","Caprifoliaceae"
"CoucheMidiCentre","201030","Campanula aucheri","Campanula aucheri","Campanula","Campanulaceae"
"CoucheMidiCentre","92110","Draba incana","Draba incana L.","Draba","Brassicaceae"
"CoucheMidiCentre","93133","","Leontopodium sikkinense ( L.) Hand. Mazz.",NA,NA
"CoucheMidiCentre","205213","Androsace mucronifolia","Androsace mucronifolia","Androsace","Primulaceae"
"CoucheMidiCentre","201120","Narcissus gaditanus","Narcissus gaditanus Boiss. & Reut.","Narcissus","Amaryllidaceae"
"CoucheMidiCentre","201065","Salvia jurisicii","Salvia jurisicii Kosanin","Salvia","Lamiaceae"
"CoucheMidiCentre","205212","Androsace himalaica","Androsace himalaica","Androsace","Primulaceae"
"CoucheMidiCentre","201132","Anthericum liliago","Anthericum liliago L.","Anthericum","Asparagaceae"
"CoucheMidiCentre","201009","Draba mollissima","Draba mollissima","Draba","Brassicaceae"
"CoucheMidiCentre","201103","Androsace montana","Douglasia montana","Androsace","Primulaceae"
"CoucheMidiCentre","201005","Androsace mathildae","Androsace mathildae","Androsace","Primulaceae"
"CoucheMidiCentre","201127","Hyacinthella heldreichii","Hyacinthella heldreichii (Boiss.) Chouard","Hyacinthella","Asparagaceae"
"CoucheMidiCentre","201122","Draba cappadocica","Draba cappadocica Boiss. & Bal.","Draba","Brassicaceae"
"CoucheMidiCentre","201147","Geum rossii","Geum rossii","Geum","Rosaceae"
"CoucheMidiCentre","201104","Penstemon whippleanus","Penstemon whippleanus","Penstemon","Plantaginaceae"
"CoucheMidiCentre","201111","Aquilegia fragrans","Aquilegia fragans","Aquilegia","Ranunculaceae"
"CoucheMidiCentre","201088","Allium brevistylum","Allium brevistylum Watson","Allium","Amaryllidaceae"
"CoucheMidiCentre","201116","Trollius lilacinus","Trollius lilacinus","Trollius","Ranunculaceae"
"CoucheMidiCentre","201035","Iris verna","Iris verna","Iris","Iridaceae"
"CoucheMidiCentre","201133","Paradisea liliastrum","Paradisea liliastrum (L.) Bertol.","Paradisea","Asparagaceae"
"CoucheMidiCentre","201034","Inula acaulis","Inula acaulis","Inula","Asteraceae"
"CoucheMidiCentre","201024","Campanula rupestris","Campanula rupestris","Campanula","Campanulaceae"
"CoucheMidiCentre","201043","Saxifraga porophylla","Saxifraga porophylla Bertol","Saxifraga","Saxifragaceae"
"CoucheMidiCentre","201025","Campanula tridentata","Campanula tridentata","Campanula","Campanulaceae"
"CoucheMidiCentre","201018","","Tulipa armenalycica",NA,NA
"CoucheMidiCentre","201001","Allium lineare","Allium lineare L.","Allium","Amaryllidaceae"
"CoucheMidiCentre","201028","Aquilegia ottonis","Aquilegia ottonis","Aquilegia","Ranunculaceae"
"CoucheMidiCentre","201047","Saponaria bellidifolia","Saponaria bellidifolia Sm.","Saponaria","Caryophyllaceae"
"CoucheMidiCentre","202071","Leontopodium alpinum subsp. nivale","Leontopodium nivale","Leontopodium","Asteraceae"
"CoucheMidiCentre","201002","Haberlea rhodopensis","Haberlea rhodopensis Friv.","Haberlea","Gesneriaceae"
"CoucheMidiCentre","201002","Haberlea rhodopensis","Haberlea rhodopensis Friv.","Haberlea","Gesneriaceae"
"CoucheMidiCentre","202047","Dianthus alpinus","Dianthus alpinus L.","Dianthus","Caryophyllaceae"
"CoucheMidiCentre","202053","Codonopsis pilosula","Codonopsis pilulosa","Codonopsis","Campanulaceae"
"CoucheMidiCentre","202005","Silene flos-jovis","Lychnis flos-jovis (L.) Desv.","Silene","Caryophyllaceae"
"CoucheMidiCentre","203190","Ranunculus parnassiifolius","Ranunculus parnassifolius",NA,NA
"CoucheMidiCentre","202048","Dianthus knappii","Dianthus knappii A. et Kan. ex Borb.","Dianthus","Caryophyllaceae"
"CoucheMidiCentre","201060","Aconitum ferox","Aconitum ferox Wall. ex Sir.","Aconitum","Ranunculaceae"
"CoucheMidiCentre","202003","Silene coronaria","Lychnis coronaria L. Desr.","Silene","Caryophyllaceae"
"CoucheMidiCentre","201003","Pulsatilla halleri subsp. rhodopaea","Pulsatilla halleri (All.) Willd. subsp. rhodopaea K. Krause","Pulsatilla","Ranunculaceae"
"CoucheMidiCentre","201061","Geum canadense","Geum canadense Jacq.","Geum","Rosaceae"
"CoucheMidiCentre","201037","Semiaquilegia adoxioides","Semiaquilegia adoxoides",NA,NA
"CoucheMidiCentre","201071","Iris polakii","Iris polakii Stapf.","Iris","Iridaceae"
"CoucheMidiCentre","201070","","Iris croatica I. Horvat et M. Horvat",NA,NA
"CoucheMidiCentre","201040","Iris marsica","Iris marsica Ricci & Colas.","Iris","Iridaceae"
"CoucheMidiCentre","201027","Aquilegia fragrans","Aquilegia fragrans","Aquilegia","Ranunculaceae"
"CoucheMidiCentre","201118","Sedum rotundifolium","Sedum rotundifolium D. Lee","Sedum","Crassulaceae"
"CoucheMidiCentre","201062","Geum roylei","Geum roylei Bolle","Geum","Rosaceae"
"CoucheMidiCentre","201106","","Polemonium sp.",NA,NA
"CoucheMidiCentre","201069","Geum molle","Geum molle Vis. et Pancic","Geum","Rosaceae"
"CoucheMidiCentre","201141","Polemonium caeruleum var. himalayanum","Polemonium himalayanum","Polemonium","Polemoniaceae"
"CoucheMidiCentre","94108","Roscoea auriculata","Roscoea auriculata Schumann","Roscoea","Zingiberaceae"
"CoucheMidiCentre","201158","Paeonia wittmanniana","Paeonia wittmanniana Hartwiss subsp. wittmanniana ","Paeonia","Paeoniaceae"
"CoucheMidiCentre","201115","Geranium ruprechtii","geranium ruprechtii","Geranium","Geraniaceae"
"CoucheMidiCentre","201091","Geranium swatense","Geranium swatense Schönb.-Tem.","Geranium","Geraniaceae"
"CoucheMidiCentre","201155","","Solidago speciosa",NA,NA
"CoucheMidiCentre","201154","Solidago flexicaulis","Solidago flexicaulis","Solidago","Asteraceae"
"CoucheMidiCentre","93569","","Linum  suffruticosum L. subsp. salsoloides (Lam.) Rouy",NA,NA
"CoucheMidiCentre","97505","","Daphne hendersonii",NA,NA
"CoucheMidiCentre","95012","Campanula garganica var. hirsuta","Campanula garganica Ten. var. hirsuta ","Campanula","Campanulaceae"
"CoucheMidiCentre","96661","","Dionysia aretoides",NA,NA
"CoucheMidiCentre","97507","","Daphne arbuscula x collina",NA,NA
"CoucheMidiCentre","94127","Campanula cashmeriana","Campanula cashmiriana Royle","Campanula","Campanulaceae"
"CoucheMidiCentre","93491","Hepatica acutiloba","Hepatica acutiloba DC. ","Hepatica","Ranunculaceae"
"CoucheMidiCentre","95594","Teucrium chamaedrys","Teucrium chamaedrys L.","Teucrium","Lamiaceae"
"CoucheMidiCentre","92048","Delphinium nudicaule","Delphinium nudicaule T & G","Delphinium","Ranunculaceae"
"CoucheMidiCentre","96035","Verbascum blattaria f. Flore-albo","Verbascum blattaria f. Flore-albo ",NA,NA
"CoucheMidiCentre","96528","","Ephedra helvetica",NA,NA
"CoucheMidiCentre","93598","Cimicifuga simplex","Cimicifuga simplex Wormsk.","Cimicifuga","Ranunculaceae"
"CoucheMidiCentre","96665","","Asphodellus fistulosus",NA,NA
"CoucheMidiCentre","96666","","Dianthus alpinus",NA,NA
"CoucheMidiCentre","93603","Arthropodium candidum","Arthropodium candidum Raoul","Arthropodium","Asparagaceae"
"CoucheMidiCentre","95040","Lobelia tupa","Lobelia tupa","Lobelia","Campanulaceae"
"CoucheMidiCentre","94111","Dictamnus dasycarpus","Dictamnus dasycarpus Turcz.","Dictamnus","Rutaceae"
"CoucheMidiCentre","93477","Acantholimon litvinovii","Acantholimon litvinovii Lincz","Acantholimon","Plumbaginaceae"
"CoucheMidiCentre","95156","Pulsatilla vernalis","Pulsatilla venalis (L.) Miller","Pulsatilla","Ranunculaceae"
"CoucheMidiCentre","95127","Daphne tangutica","Daphne tangutica Maxim.","Daphne","Thymelaeaceae"
"CoucheMidiCentre","95203","Daphne reichsteinii","Daphne reichsteinii","Daphne","Thymelaeaceae"
"CoucheMidiCentre","95165","Aethionema iberideum","Aethionema iberideum (Boiss.) Boiss.","Aethionema","Brassicaceae"
"CoucheMidiCentre","94080","","Callianthemum anemonoides",NA,NA
"CoucheMidiCentre","95019","Aconitum anthora","Aconitum anthora L.","Aconitum","Ranunculaceae"
"CoucheMidiCentre","93525","Gentiana cruciata","Gentiana cruciata L.","Gentiana","Gentianaceae"
"CoucheMidiCentre","93457","Veronica rotunda var. subintegra","Veronica rotunda Nakai var. subintegra Yamasaki","Veronica","Plantaginaceae"
"CoucheMidiCentre","93459","Patrinia scabiosaefolia","Patrinia scabiosaefolia Fisch.",NA,NA
"CoucheMidiCentre","93519","Asphodeline lutea","Asphodeline lutea (L.) Reichenb.","Asphodeline","Asphodelaceae"
"CoucheMidiCentre","96664","","Aquilegia pyrenaica",NA,NA
"CoucheMidiCentre","93449","Anemonopsis macrophylla","Anemonopsis macrophylla Sieb. et Zucc.","Anemonopsis","Ranunculaceae"
"CoucheMidiCentre","93506","Hypericum ascyron","Hypericum ascyron L.","Hypericum","Hypericaceae"
"CoucheMidiCentre","93462","Aster viscidulus","Aster viscidulus Makino","Aster","Asteraceae"
"CoucheMidiCentre","93596","Tricyrtis dilatata","Tricyrtis dilatata Nakai","Tricyrtis","Liliaceae"
"CoucheMidiCentre","97526","Serratula nudicaulis","Serratula nudicaulis  (L.) DC.","Serratula","Asteraceae"
"CoucheMidiCentre","97021","","Callianthemum anemonoides",NA,NA
"CoucheMidiCentre","96552","","Jankaea vandedemii",NA,NA
"CoucheMidiCentre","200351","Origanum x suendermanii","Origanum sundermannii",NA,NA
"CoucheMidiCentre","96598","","Ptilotrichium lapeyrousianum",NA,NA
"CoucheMidiCentre","96588","","Vitaliana primuliflora",NA,NA
"CoucheMidiCentre","97020","","Geum reptans",NA,NA
"CoucheMidiCentre","96036","","Lilium carniolicum ?",NA,NA
"CoucheMidiCentre","96594","Leontopodium linearifolium","Leontopodium longifolium","Leontopodium","Asteraceae"
