Catalogue Number;Full Name;Store Level1;Store Level2;Store Level3;Store Level4
K:LCD-1973-2200*3;Anthurium gracile;Princess of Wales Conservatory;01;HB;
K:LCD-1966-5501*3;Amphiblemma cymosum;Princess of Wales Conservatory;01;05;
K:LCD-1955-25202*1;Cheiridopsis cigarettifera;Princess of Wales Conservatory;03;08;
K:LCD-2001-1730*2;Monolena primuliflora;Princess of Wales Conservatory;01;09;
K:LCD-1965-62301*5;Maranta leuconeura var. leuconeura 'Fascinator';Princess of Wales Conservatory;01;20;
K:LCD-2001-129*4;Phragmipedium Hanne Popow gx;Princess of Wales Conservatory;06;02;
K:LCD-2000-1745*2;Campyloneurum phyllitidis;Princess of Wales Conservatory;04;01;
K:LCD-2005-1741*2;Pelargonium 'Paton's Unique';Princess of Wales Conservatory;03;10;
K:LCD-1968-30105*2;Gonatopus boivinii;Princess of Wales Conservatory;01;08;
K:LCD-1974-816*1;Hohenbergia utriculosa;Princess of Wales Conservatory;01;03;W1
K:LCD-1966-50427*7;Salvia canariensis;Princess of Wales Conservatory;03;13;
K:LCD-2000-787*2;Philodendron erubescens 'Red Emerald';Princess of Wales Conservatory;01;07;
K:LCD-1985-1157*1;Peperomia nitida 'Variegata';Princess of Wales Conservatory;01;27;
K:LCD-1954-63004*5;Aeonium leucoblepharum;Princess of Wales Conservatory;03;05;
K:LCD-1962-13501*3;Lastreopsis decomposita;Princess of Wales Conservatory;05;04;
K:LCD-1986-2513*1;Aspidistra elatior;Princess of Wales Conservatory;01;06;
K:LCD-1973-13741*1;Platycerium superbum;Princess of Wales Conservatory;05;02;
K:LCD-1969-19194*2;Hedychium;Princess of Wales Conservatory;05;03;
K:LCD-2004-1012*3;Echium giganteum;Princess of Wales Conservatory;03;13;
K:LCD-1973-13759*2;Calathea bachemiana;Princess of Wales Conservatory;01;28;
K:LCD-1993-3242*6;Sanchezia oblonga;Princess of Wales Conservatory;01;02;
K:LCD-1987-715*3;Kaempferia pulchra;Princess of Wales Conservatory;01;22;
K:LCD-1970-3314*2;Begonia cubensis;Princess of Wales Conservatory;01;23;
K:LCD-1981-4568*1;Tillandsia butzii;Princess of Wales Conservatory;01;02;
K:LCD-1993-1686*4;Homalomena deltoidea;Princess of Wales Conservatory;08;01;
K:LCD-1981-2381*3;Ctenanthe setosa;Princess of Wales Conservatory;01;04;
K:LCD-1966-56303*2;Gasteria caespitosa;Princess of Wales Conservatory;03;21;
K:LCD-1988-3340*3;Begonia 'Burle Marx';Princess of Wales Conservatory;01;04;
K:LCD-1998-3190*2;Rabiea comptonii;Princess of Wales Conservatory;03;08;
K:LCD-1991-623*1;Agave tequilana;Princess of Wales Conservatory;03;20;
K:LCD-2004-2853*2;Pelargonium 'Grey Lady Plymouth';Princess of Wales Conservatory;03;10;
K:LCD-2005-1099*5;Echium nervosum;Princess of Wales Conservatory;03;13;
K:LCD-1973-19840*2;Begonia luxurians;Princess of Wales Conservatory;01;23;
K:LCD-1965-18604*2;Glottiphyllum compressum;Princess of Wales Conservatory;03;07;
K:LCD-1987-2745*3;Nephrolepis biserrata;Princess of Wales Conservatory;06;05;
K:LCD-1970-3567*2;Kaempferia rotunda;Princess of Wales Conservatory;04;02;
K:LCD-1984-2889*3;Alpinia nieuwenhuizii;Princess of Wales Conservatory;01;10;
K:LCD-1974-2725*2;Pyrrosia longifolia;Princess of Wales Conservatory;08;02;
K:LCD-2000-3987*1;Rhaphidophora tetrasperma;Princess of Wales Conservatory;01;18;
K:LCD-2014-810*4;Agapetes serpens;Princess of Wales Conservatory;05;02;
K:LCD-1979-4379*3;Lutheria splendens;Princess of Wales Conservatory;01;10;
K:LCD-1986-762*3;Pinguicula esseriana;Princess of Wales Conservatory;09;01;
K:LCD-1981-5136*3;Sympagis maculata;Princess of Wales Conservatory;04;08;
K:LCD-1973-4908*1;Hydrotrida caroliniana;Princess of Wales Conservatory;01;24;
K:LCD-1981-3040*1;Bulbine frutescens 'Hallmark';Princess of Wales Conservatory;03;21;
K:LCD-1947-5802*1;Ludovia lancifolia;Princess of Wales Conservatory;01;13;
K:LCD-1978-3782*2;Tillandsia divaricata;Princess of Wales Conservatory;01;12;
K:LCD-1978-6466*2;Pachira aquatica;Princess of Wales Conservatory;01;03;
K:LCD-1986-642*5;Pelargonium citriodorum;Princess of Wales Conservatory;03;11;
K:LCD-2005-2392*2;Pelargonium 'Golden Well Sweep';Princess of Wales Conservatory;03;10;
K:LCD-1967-4501*3;Rhododendron laetum;Princess of Wales Conservatory;02;06;
K:LCD-1996-4363*3;Nephrolepis cordifolia 'Edmontonensis';Princess of Wales Conservatory;05;HB;
K:LCD-1981-3817*6;Dendrobium 'Juno';Princess of Wales Conservatory;01;02;
K:LCD-2001-3316*2;Cheiridopsis excavata;Princess of Wales Conservatory;03;08;
K:LCD-1981-139*1;Drynaria sparsisora;Princess of Wales Conservatory;04;05;
K:LCD-1969-19550*2;Polypodium knightiae;Princess of Wales Conservatory;04;09;
K:LCD-2007-1163*4;Pelargonium tetragonum;Princess of Wales Conservatory;03;();11
K:LCD-1952-48403*2;Alocasia longiloba 'Thibautians';Princess of Wales Conservatory;01;07;
K:LCD-2009-963*2;Conophytum hians;Princess of Wales Conservatory;03;08;
K:LCD-1986-1841*3;Phragmipedium Albopurpureum gx;Princess of Wales Conservatory;06;05;
K:LCD-2010-873*1;Colocasia esculenta 'Black Magic';Princess of Wales Conservatory;01;26;
K:LCD-1966-55214*2;Nidularium rutilans;Princess of Wales Conservatory;01;11;
K:LCD-1996-312*2;Anthurium paraguayense;Princess of Wales Conservatory;01;10;
K:LCD-1984-4094*3;Kleinia articulata;Princess of Wales Conservatory;10;01;
K:LCD-1985-4316*2;Hemiboea henryi;Princess of Wales Conservatory;01;22;
K:LCD-1974-3199*2;Pitcairnia integrifolia;Princess of Wales Conservatory;01;11;
K:LCD-1995-3108*1;Tylecodon paniculatus;Princess of Wales Conservatory;03;03;
K:LCD-1990-377*4;Davallia tyermannii;Princess of Wales Conservatory;01;21;
K:LCD-1977-863*5;Aeschynanthus pulcher;Princess of Wales Conservatory;01;HB;
K:LCD-1989-2554*2;Bursera fagaroides;Princess of Wales Conservatory;03;21;
K:LCD-1986-5312*1;Crinum × amabile;Princess of Wales Conservatory;01;05;
K:LCD-1978-3751*2;Pelargonium otaviense;Princess of Wales Conservatory;03;09;
K:LCD-1988-1945*2;Begonia diadema;Princess of Wales Conservatory;08;02;
K:LCD-2000-2842*4;Anthurium bonplandii subsp. guayanum;Princess of Wales Conservatory;01;08;
K:LCD-1988-1942*3;Begonia longipetiolata;Princess of Wales Conservatory;04;01;
K:LCD-1981-5137*3;Justicia scheidweileri;Princess of Wales Conservatory;04;11;
K:LCD-1986-656*2;Cryptocoryne ciliata;Princess of Wales Conservatory;01;22;
K:LCD-1969-17706*2;Nephrolepis;Princess of Wales Conservatory;05;HB;
K:LCD-1973-13287*1;Begonia rex 'Sea Captain';Princess of Wales Conservatory;01;23;
K:LCD-1994-2606*1;Dieffenbachia oerstedii;Princess of Wales Conservatory;01;09;
K:LCD-1973-13759*1;Calathea bachemiana;Princess of Wales Conservatory;01;29;
K:LCD-1984-2721*1;Lithops localis var. terricolor;Princess of Wales Conservatory;03;08;
K:LCD-2001-2386*2;Blechnum moorei;Princess of Wales Conservatory;04;08;
K:LCD-2013-1493*3;Pentagonia;Princess of Wales Conservatory;01;06;
K:LCD-1975-5096*1;Dracaena angustifolia;Princess of Wales Conservatory;01;06;
K:LCD-1958-32207*6;Ctenanthe oppenheimiana;Princess of Wales Conservatory;01;28;
K:LCD-2013-1375*2;Kohleria warszewiczii;Princess of Wales Conservatory;01;21;
K:LCD-1981-4897*5;Phragmipedium Sedenii gx;Princess of Wales Conservatory;07;03;
K:LCD-1979-6274*2;Episcia cupreata;Princess of Wales Conservatory;01;21;
K:LCD-1965-58404*2;Acrostichum aureum;Princess of Wales Conservatory;01;24;
K:LCD-1994-1109*4;Photinopteris speciosa;Princess of Wales Conservatory;04;11;
K:LCD-1985-3538*1;Delosperma lehmannii;Princess of Wales Conservatory;03;03;
K:LCD-1969-17705*2;Nephrolepis cordifolia 'Edmontonensis';Princess of Wales Conservatory;05;HB;
K:LCD-1983-346*1;Phragmipedium Cardinale gx;Princess of Wales Conservatory;06;05;
K:LCD-1999-25*3;Leipoldtia grandifolia;Princess of Wales Conservatory;03;08;
K:LCD-1973-13472*3;Dracaena fragrans 'Victoriae';Princess of Wales Conservatory;04;03;
K:LCD-1979-3542*4;Hechtia tillandsioides;Princess of Wales Conservatory;03;24;
K:LCD-1972-4013*3;Neoregelia ampullacea;Princess of Wales Conservatory;01;03;
K:LCD-1984-2735*1;Adromischus cristatus var. clavifolius;Princess of Wales Conservatory;03;02;
K:LCD-1977-3866*2;Cynanchum stoloniferum;Princess of Wales Conservatory;03;02;
K:LCD-1967-19035*1;Hedychium coccineum;Princess of Wales Conservatory;05;01;
K:LCD-1973-4161*2;Begonia ulmifolia;Princess of Wales Conservatory;01;23;
K:LCD-1979-3595*2;Pitcairnia undulata;Princess of Wales Conservatory;01;11;
K:LCD-1958-32207*4;Ctenanthe oppenheimiana;Princess of Wales Conservatory;06;02;
K:LCD-1980-2874*3;Cynanchum viminale;Princess of Wales Conservatory;03;21;
K:LCD-1960-16601*1;Oxyanthus racemosus;Princess of Wales Conservatory;01;04;
K:LCD-1982-3052*1;Thalia geniculata;Princess of Wales Conservatory;01;26;
K:LCD-1984-2364*2;Begonia × albopicta;Princess of Wales Conservatory;01;23;
K:LCD-1979-3530*2;Aechmea gracilis;Princess of Wales Conservatory;01;03;
K:LCD-1967-28601*1;Ficus socotrana;Princess of Wales Conservatory;03;05;
K:LCD-1965-30205*1;Crassula nealeana;Princess of Wales Conservatory;03;07;
K:LCD-1988-2069*4;Senecio scaposus;Princess of Wales Conservatory;10;01;
K:LCD-2009-1958*2;Nelumbo 'Mrs Perry D Slocum';Princess of Wales Conservatory;01;POND;
K:LCD-2000-2842*3;Anthurium bonplandii subsp. guayanum;Princess of Wales Conservatory;01;09;
K:LCD-1986-6025*2;Costus tappenbeckianus;Princess of Wales Conservatory;01;08;
K:LCD-1999-3378*2;Begonia malabarica;Princess of Wales Conservatory;01;23;
K:LCD-2007-1198*3;Pelargonium stenopetalum;Princess of Wales Conservatory;03;HB;
K:LCD-1982-3946*5;Cyclanthus bipartitus;Princess of Wales Conservatory;01;28;
K:LCD-1953-45801*1;Aglaonema commutatum var. maculatum;Princess of Wales Conservatory;04;02;
K:LCD-1969-65*2;Asystasia scandens;Princess of Wales Conservatory;01;04;
K:LCD-1973-13457*3;Astroloba congesta;Princess of Wales Conservatory;03;01;
K:LCD-1982-1538*1;Philodendron campii;Princess of Wales Conservatory;01;08;
K:LCD-1973-4269*4;Peperomia obtusifolia;Princess of Wales Conservatory;01;27;
K:LCD-1992-2953*3;Dichorisandra thyrsiflora;Princess of Wales Conservatory;01;13;
K:LCD-2009-3752*2;Passiflora nigradenia;Princess of Wales Conservatory;01;11;T2
K:LCD-1972-647*1;Ananas fritzmuelleri;Princess of Wales Conservatory;01;12;
K:LCD-1973-13284*2;Doodia maxima;Princess of Wales Conservatory;05;04;
K:LCD-1996-2681*2;Deuterocohnia lorentziana;Princess of Wales Conservatory;03;23;
K:LCD-2009-927*2;Argyroderma;Princess of Wales Conservatory;03;08;
K:LCD-1999-3075*4;Schismatoglottis calyptrata;Princess of Wales Conservatory;01;03;
K:LCD-2001-2386*1;Blechnum moorei;Princess of Wales Conservatory;04;11;
K:LCD-1984-1390*3;Costus;Princess of Wales Conservatory;06;05;
K:LCD-1999-592*3;Alpinia katsumadae;Princess of Wales Conservatory;01;28;
K:LCD-1983-110*1;Echinodorus grandiflorus;Princess of Wales Conservatory;01;24;
K:LCD-1986-4633*1;Tetrastigma trifoliolatum;Princess of Wales Conservatory;01;07;
K:LCD-1974-17*2;Microlepia speluncae;Princess of Wales Conservatory;04;07;
K:LCD-1989-2335*1;Vriesea fosteriana 'Red Chestnut';Princess of Wales Conservatory;01;21;E3
K:LCD-1986-5312*4;Crinum × amabile;Princess of Wales Conservatory;01;19;
K:LCD-1973-13092*2;Alocasia odora;Princess of Wales Conservatory;01;08;
K:LCD-1973-177*2;Sideritis argosphacelus;Princess of Wales Conservatory;03;13;
K:LCD-1953-60402*2;Adromischus cristatus;Princess of Wales Conservatory;03;02;
K:LCD-1981-231*2;Sansevieria hyacinthoides;Princess of Wales Conservatory;03;01;
K:LCD-1984-5499*1;Agave lophantha;Princess of Wales Conservatory;03;19;
K:LCD-2000-3312*1;Aichryson laxum;Princess of Wales Conservatory;03;13;
K:LCD-1964-35201*2;Nephrolepis exaltata 'Whitmanii';Princess of Wales Conservatory;04;HB;
K:LCD-1969-1782*2;Peperomia glutinosa;Princess of Wales Conservatory;01;27;
K:LCD-1992-51*1;Nephthytis poissonii;Princess of Wales Conservatory;01;09;
K:LCD-1998-9*1;Lithops aucampiae;Princess of Wales Conservatory;03;08;
K:LCD-1981-6458*1;Adiantum formosum;Princess of Wales Conservatory;05;05;
K:LCD-2001-2252*1;Dioscorea elephantipes;Princess of Wales Conservatory;03;06;
K:LCD-1965-24823*2;Gasteria verrucosa var. latifolia;Princess of Wales Conservatory;03;02;
K:LCD-1985-1159*2;Peperomia fraseri;Princess of Wales Conservatory;01;27;
K:LCD-1984-1383*2;Pronephrium asperum;Princess of Wales Conservatory;04;11;
K:LCD-1971-3554*3;Werauhia gladioliflora;Princess of Wales Conservatory;01;11;
K:LCD-1984-60*1;Piscidia carthagenensis;Princess of Wales Conservatory;01;13;
K:LCD-1981-2361*4;Calathea argyrophylla;Princess of Wales Conservatory;01;28;
K:LCD-1948-44101*2;Dracaena camerooniana;Princess of Wales Conservatory;01;05;
K:LCD-1968-35401*4;Pelargonium tomentosum;Princess of Wales Conservatory;03;09;
K:LCD-1998-2771*1;Aspidistra;Princess of Wales Conservatory;01;06;
K:LCD-1980-4490*1;Hechtia podantha;Princess of Wales Conservatory;03;23;
K:LCD-1995-1390*4;Ceropegia fusca;Princess of Wales Conservatory;03;13;
K:LCD-1966-36218*1;Deuterocohnia longipetala;Princess of Wales Conservatory;03;23;
K:LCD-2000-2166*1;Lithops hookeri;Princess of Wales Conservatory;03;08;
K:LCD-1999-3771*2;Pinguicula moranensis;Princess of Wales Conservatory;09;01;
K:LCD-1988-2396*1;Theobroma;Princess of Wales Conservatory;01;23;
K:LCD-2005-1359*3;Nelumbo lutea;Princess of Wales Conservatory;01;POND;
K:LCD-1988-1945*3;Begonia diadema;Princess of Wales Conservatory;01;23;
K:LCD-1968-38203*5;Philodendron hederaceum var. hederaceum;Princess of Wales Conservatory;01;11;T5
K:LCD-1958-33503*5;Aglaomorpha splendens;Princess of Wales Conservatory;04;08;
K:LCD-1962-32001*2;Nephrolepis exaltata 'Piersonii';Princess of Wales Conservatory;04;HB;
K:LCD-1973-13736*2;Phlebodium aureum 'Glaucum';Princess of Wales Conservatory;04;07;
K:LCD-1978-1647*1;Philodendron insigne;Princess of Wales Conservatory;01;03;
K:LCD-2005-1997*2;Crinum mauritianum;Princess of Wales Conservatory;01;02;
K:LCD-2013-1465*6;Costus comosus var. bakeri;Princess of Wales Conservatory;01;06;
K:LCD-1984-2157*8;Heliconia collinsiana var. collinsiana;Princess of Wales Conservatory;01;29;
K:LCD-1997-5842*2;Hoya erythrina;Princess of Wales Conservatory;01;11;
K:LCD-1996-2704*1;Piper nigrum;Princess of Wales Conservatory;01;27;
K:LCD-1981-2342*2;Calathea wiotii;Princess of Wales Conservatory;01;28;
K:LCD-1957-55702*3;Piper ornatum;Princess of Wales Conservatory;01;27;
K:LCD-1963-48606*2;Palisota albertii;Princess of Wales Conservatory;04;08;
K:LCD-1993-2495*2;Astroloba foliolosa;Princess of Wales Conservatory;03;02;
K:LCD-1989-2580*2;Peperomia 'Cupid';Princess of Wales Conservatory;01;27;
K:LCD-1975-2236*5;Echium hierrense;Princess of Wales Conservatory;03;13;
K:LCD-1986-2045*2;Sansevieria masoniana;Princess of Wales Conservatory;03;21;
K:LCD-1979-206*2;Begonia dominicalis;Princess of Wales Conservatory;01;23;
K:LCD-2013-1176*2;Callipteris prolifera;Princess of Wales Conservatory;04;03;
K:LCD-1987-1280*2;Saintpaulia ionantha;Princess of Wales Conservatory;01;21;
K:LCD-1981-5136*2;Sympagis maculata;Princess of Wales Conservatory;04;06;
K:LCD-2011-642*2;Ceropegia haygarthii;Princess of Wales Conservatory;03;02;
K:LCD-1969-51669*1;Bomarea ovata;Princess of Wales Conservatory;05;06;
K:LCD-1984-2115*4;Calathea loeseneri;Princess of Wales Conservatory;01;18;
K:LCD-1995-3491*1;Ledebouria socialis;Princess of Wales Conservatory;03;03;
K:LCD-1996-2218*2;Aristolochia trilobata;Princess of Wales Conservatory;01;27;
K:LCD-1973-13761*6;Goeppertia makoyana;Princess of Wales Conservatory;01;26;
K:LCD-2000-783*2;Medinilla cummingii;Princess of Wales Conservatory;01;20;
K:LCD-1903-37001*2;Sansevieria kirkii var. pulchra;Princess of Wales Conservatory;03;21;
K:LCD-1981-3360*2;Adiantum;Princess of Wales Conservatory;04;01;
K:LCD-1973-13766*4;Calathea zebrina;Princess of Wales Conservatory;01;28;
K:LCD-1965-24804*2;Pitcairnia xanthocalyx;Princess of Wales Conservatory;01;11;
K:LCD-1988-1956*4;Lotus mascaensis;Princess of Wales Conservatory;03;13;
K:LCD-1986-386*2;Peperomia;Princess of Wales Conservatory;01;27;
K:LCD-1982-5704*2;Phragmipedium Grande gx 'Atratum';Princess of Wales Conservatory;06;02;
K:LCD-1976-3788*3;Aeonium percarneum;Princess of Wales Conservatory;03;13;
K:LCD-1982-233*4;Asystasia gangetica subsp. micrantha;Princess of Wales Conservatory;01;03;
K:LCD-2011-656*3;Adenium socotranum;Princess of Wales Conservatory;03;02;
K:LCD-1984-2157*7;Heliconia collinsiana var. collinsiana;Princess of Wales Conservatory;04;11;
K:LCD-1976-3779*1;Aeonium palmense;Princess of Wales Conservatory;03;21;
K:LCD-1984-114*2;Medinilla intermedia;Princess of Wales Conservatory;04;08;
K:LCD-1981-4661*2;Tillandsia seleriana;Princess of Wales Conservatory;01;02;
K:LCD-1959-43410*1;Philodendron auriculatum;Princess of Wales Conservatory;01;09;
K:LCD-1992-1976*5;Monstera tenuis;Princess of Wales Conservatory;01;03;
K:LCD-2008-2086*3;Drosera macrantha;Princess of Wales Conservatory;09;05;
K:LCD-1982-2775*1;Caladium lindenii;Princess of Wales Conservatory;01;21;
K:LCD-1976-495*3;Justicia umbrosa;Princess of Wales Conservatory;04;06;
K:LCD-1962-16708*3;Stenotaphrum secundatum;Princess of Wales Conservatory;01;16;
K:LCD-1982-3180*2;Begonia manicata 'Crispa';Princess of Wales Conservatory;01;23;
K:LCD-1978-1972*2;Plectranthus asirensis;Princess of Wales Conservatory;03;05;
K:LCD-1979-3542*1;Hechtia tillandsioides;Princess of Wales Conservatory;01;02;
K:LCD-1982-5134*5;Catharanthus roseus 'Albus';Princess of Wales Conservatory;03;22;
K:LCD-1969-17387*3;Dieffenbachia picta var. angustior;Princess of Wales Conservatory;01;03;
K:LCD-1978-3898*2;Pelargonium;Princess of Wales Conservatory;03;03;
K:LCD-1984-2157*6;Heliconia collinsiana var. collinsiana;Princess of Wales Conservatory;04;10;
K:LCD-2013-876*1;Blechnum chilense;Princess of Wales Conservatory;02;06;
K:LCD-1990-377*5;Davallia tyermannii;Princess of Wales Conservatory;08;02;
K:LCD-1973-2955*1;Aloiampelos ciliaris;Princess of Wales Conservatory;03;21;
K:LCD-1972-254*2;Hylaeaicum eleutheropetalum;Princess of Wales Conservatory;01;14;
K:LCD-1946-32814*3;Sedum adolphi;Princess of Wales Conservatory;03;20;
K:LCD-1977-3382*1;Colocasia gigantea;Princess of Wales Conservatory;01;06;
K:LCD-2001-316*2;Scindapsus pictus;Princess of Wales Conservatory;01;03;
K:LCD-2004-2686*1;Eichhornia crassipes;Princess of Wales Conservatory;01;POND;
K:LCD-1969-50933*2;Neoregelia tristis;Princess of Wales Conservatory;01;24;
K:LCD-1961-19402*1;Woodwardia unigemmata;Princess of Wales Conservatory;05;01;
K:LCD-1973-13755*3;Calathea varians;Princess of Wales Conservatory;04;11;
K:LCD-1978-4524*2;Sansevieria subspicata;Princess of Wales Conservatory;03;21;
K:LCD-1996-4410*2;Bromelia flemingii;Princess of Wales Conservatory;01;10;
K:LCD-1994-2591*2;Spathiphyllum cochlearispathum;Princess of Wales Conservatory;01;29;
K:LCD-1992-1559*1;Philodendron;Princess of Wales Conservatory;01;08;
K:LCD-1982-5705*1;Phragmipedium Cardinale gx;Princess of Wales Conservatory;06;02;
K:LCD-2005-89*2;Pelargonium 'Candy Dancer';Princess of Wales Conservatory;03;10;
K:LCD-1985-1163*2;Peperomia magnoliifolia 'Green and Gold';Princess of Wales Conservatory;01;27;
K:LCD-1961-9901*2;Hypoestes phyllostachya;Princess of Wales Conservatory;01;22;
K:LCD-1984-4922*1;Peperomia magnoliifolia 'White Cloud';Princess of Wales Conservatory;01;27;
K:LCD-2005-1434*2;Thunia Gatton gx;Princess of Wales Conservatory;01;03;SHELF
K:LCD-1954-15901*1;Stenochlaena tenuifolia;Princess of Wales Conservatory;04;08;
K:LCD-1984-2343*3;Pteris cretica;Princess of Wales Conservatory;02;06;
K:LCD-1988-3337*2;Begonia 'Superba';Princess of Wales Conservatory;01;23;
K:LCD-1973-3215*2;Gasteria nitida var. nitida;Princess of Wales Conservatory;03;02;
K:LCD-1984-2372*2;Begonia conchifolia;Princess of Wales Conservatory;01;23;
K:LCD-2000-2212*1;Lithops otzeniana;Princess of Wales Conservatory;03;08;
K:LCD-1984-1663*3;Dendrobium heterocarpum 'Alba';Princess of Wales Conservatory;01;02;
K:LCD-1978-2242*2;Columnea oerstediana;Princess of Wales Conservatory;01;HB;
K:LCD-1996-479*3;Cystacanthus turgida;Princess of Wales Conservatory;01;04;
K:LCD-1978-1657*3;Philodendron callosum;Princess of Wales Conservatory;01;10;
K:LCD-2004-2898*4;Crossandra pungens;Princess of Wales Conservatory;01;25;
K:LCD-1998-4012*4;Selaginella integerrima;Princess of Wales Conservatory;04;06;
K:LCD-1961-28402*1;Gasteria lutzii;Princess of Wales Conservatory;03;21;
K:LCD-1979-6274*1;Episcia cupreata;Princess of Wales Conservatory;01;20;
K:LCD-2004-3589*2;Pelargonium 'Apple Betty';Princess of Wales Conservatory;03;10;
K:LCD-1967-19024*3;Begonia roxburghii;Princess of Wales Conservatory;01;23;
K:LCD-1975-137*1;Cyanotis foecunda;Princess of Wales Conservatory;03;21;
K:LCD-1958-51406*1;Alocasia alba;Princess of Wales Conservatory;01;20;
K:LCD-2008-1088*1;Philodendron scherberichii;Princess of Wales Conservatory;01;11;T4
K:LCD-1985-5037*5;Caryota mitis;Princess of Wales Conservatory;01;29;
K:LCD-1989-8197*2;Sansevieria kirkii;Princess of Wales Conservatory;03;21;
K:LCD-1976-3774*3;Aeonium sedifolium;Princess of Wales Conservatory;03;02;
K:LCD-1986-1808*3;Ficus pumila;Princess of Wales Conservatory;04;05;
K:LCD-2014-2120*2;Passiflora membranacea;Princess of Wales Conservatory;02;07;
K:LCD-2007-1179*2;Pelargonium 'Rio Grande';Princess of Wales Conservatory;03;10;
K:LCD-1951-38503*1;Bolbitis singaporensis;Princess of Wales Conservatory;04;10;
K:LCD-1968-10701*3;Curio rowleyanus;Princess of Wales Conservatory;10;01;
K:LCD-1976-3801*1;Aeonium hierrense;Princess of Wales Conservatory;03;21;
K:LCD-1968-12419*2;Bijlia cana;Princess of Wales Conservatory;03;08;
K:LCD-1973-13503*2;Gasteria spiralis;Princess of Wales Conservatory;03;02;
K:LCD-2000-1434*3;Pleiostachya pruinosa;Princess of Wales Conservatory;01;26;
K:LCD-2004-2202*2;Pelargonium 'Jello';Princess of Wales Conservatory;03;10;
K:LCD-1973-12068*2;Pseudopanax arboreus;Princess of Wales Conservatory;07;03;
K:LCD-1969-19194*1;Hedychium;Princess of Wales Conservatory;05;02;
K:LCD-1999-4350*3;Anthurium palmatum;Princess of Wales Conservatory;01;06;
K:LCD-1973-13484*1;Dracaena aubryana;Princess of Wales Conservatory;01;06;
K:LCD-2014-810*6;Agapetes serpens;Princess of Wales Conservatory;05;HB;
K:LCD-1938-79201*4;Crassula arborescens subsp. arborescens;Princess of Wales Conservatory;03;21;
K:LCD-1963-48606*3;Palisota albertii;Princess of Wales Conservatory;04;10;
K:LCD-1967-10201*1;Lagenandra ovata;Princess of Wales Conservatory;01;24;
K:LCD-1973-723*3;Goeppertia rufibarba;Princess of Wales Conservatory;01;26;
K:LCD-1973-13260*1;Begonia maculata var. wightii;Princess of Wales Conservatory;01;23;
K:LCD-1967-32304*1;Yucca baccata var. baccata;Princess of Wales Conservatory;03;12;
K:LCD-1962-63703*2;Peperomia nitida 'Variegata';Princess of Wales Conservatory;01;27;
K:LCD-1987-2745*4;Nephrolepis biserrata;Princess of Wales Conservatory;04;06;
K:LCD-1969-17845*2;Adiantum raddianum 'Lawsonianum';Princess of Wales Conservatory;05;07;
K:LCD-1997-94*2;Lithops terricolor;Princess of Wales Conservatory;03;08;
K:LCD-2000-2247*1;Lithops terricolor;Princess of Wales Conservatory;03;08;
K:LCD-1980-2332*3;Alpinia vittata;Princess of Wales Conservatory;01;02;
K:LCD-2001-2386*7;Blechnum moorei;Princess of Wales Conservatory;04;11;
K:LCD-1982-2031*3;Ctenanthe burle-marxii var. obscura;Princess of Wales Conservatory;01;02;
K:LCD-1978-4550*2;Impatiens grandis;Princess of Wales Conservatory;01;06;
K:LCD-1968-20002*2;Aglaonema commutatum var. maculatum;Princess of Wales Conservatory;01;19;
K:LCD-1985-3924*2;Selaginella;Princess of Wales Conservatory;04;07;
K:LCD-2001-2386*8;Blechnum moorei;Princess of Wales Conservatory;04;09;
K:LCD-1969-50086*2;Gasteria dicta;Princess of Wales Conservatory;03;02;
K:LCD-2000-787*4;Philodendron erubescens 'Red Emerald';Princess of Wales Conservatory;01;09;T1
K:LCD-1982-2034*4;Goeppertia vaginata;Princess of Wales Conservatory;01;28;
K:LCD-1982-5700*4;Phragmipedium Sedenii gx 'Candidulum';Princess of Wales Conservatory;06;05;
K:LCD-1974-7237*1;Gmelina hystrix;Princess of Wales Conservatory;01;04;
K:LCD-1996-2692*2;Heliconia stricta 'Dwarf Jamaican';Princess of Wales Conservatory;01;28;
K:LCD-1966-55225*1;Stromanthe sanguinea;Princess of Wales Conservatory;01;28;
K:LCD-2014-2110*3;Passiflora jussieui;Princess of Wales Conservatory;01;10;
K:LCD-1984-4189*1;Yucca brevifolia;Princess of Wales Conservatory;03;12;
K:LCD-2005-75*1;Pelargonium greytonense;Princess of Wales Conservatory;03;09;
K:LCD-1992-2112*2;Begonia ramentacea;Princess of Wales Conservatory;01;23;
K:LCD-2004-826*2;Anthurium warocqueanum;Princess of Wales Conservatory;01;06;
K:LCD-1984-2371*2;Begonia olbia;Princess of Wales Conservatory;01;23;
K:LCD-1972-48*2;Vriesea fenestralis;Princess of Wales Conservatory;01;11;
K:LCD-1998-328*1;Xerosicyos danguyi;Princess of Wales Conservatory;03;22;
K:LCD-1981-5659*3;Alpinia aquatica;Princess of Wales Conservatory;01;22;
K:LCD-2012-1217*3;Orbea variegata;Princess of Wales Conservatory;03;02;
K:LCD-2013-887*2;Polystichum polyblepharum;Princess of Wales Conservatory;;;
K:LCD-1969-50935*2;Portea kermesina;Princess of Wales Conservatory;01;12;
K:LCD-1964-40105*4;Begonia dietrichiana;Princess of Wales Conservatory;01;10;
K:LCD-1997-4570*2;Drosera capensis;Princess of Wales Conservatory;09;01;
K:LCD-1973-2500*2;Sansevieria aethiopica;Princess of Wales Conservatory;03;01;
