"Accepted.Name","Is.Dead","Accession.Number","Catalogue.Number","TaxonomicName","Genus","Family","Provenance.Code","Legacy.Provenance.Code","Country.ISO","Last.Seen.On","target"
"Heteradelphia paulojaegeria","ALIVE","1986-4632","K:LCD-1986-4632*2","Heteradelphia paulojaegeria","Heteradelphia","Acanthaceae","","","Cote d'Ivoire","29-06-2022","genus"
"Heteropterys glabra","ALIVE","1973-12908","K:LCD-1973-12908*2","Heteropterys glabra","Heteropterys","Malpighiaceae",NA,"","","06-02-2024","genus"
"Heteropterys glabra","ALIVE","1973-12908","K:LCD-1973-12908*1","Heteropterys glabra","Heteropterys","Malpighiaceae","","","","17-12-2024","genus"
"Heteropterys umbellata","ALIVE","1969-18824","K:LCD-1969-18824*2","Heteropterys umbellata","Heteropterys","Malpighiaceae","","","","17-11-2023","genus"
"Hibiscadelphus distans","ALIVE","1989-2726","K:LCD-1989-2726*2","Hibiscadelphus distans","Hibiscadelphus","Malvaceae",NA,"N - Natural Source and Progeny","United States","28-07-2022","genus"
"Hibiscadelphus distans","ALIVE","2014-807","K:LCD-2014-807*1","Hibiscadelphus distans","Hibiscadelphus","Malvaceae","","N - Natural Source and Progeny","United States","12-01-2025","genus"
"Hibiscadelphus distans","ALIVE","1989-2726","K:LCD-1989-2726*1","Hibiscadelphus distans","Hibiscadelphus","Malvaceae","","N - Natural Source and Progeny","United States","12-01-2025","genus"
"Hibiscadelphus distans","ALIVE","2014-806","K:LCD-2014-806*1","Hibiscadelphus distans","Hibiscadelphus","Malvaceae","","N - Natural Source and Progeny","United States","12-01-2025","genus"
"Hibiscadelphus giffardianus","ALIVE","2013-1239","K:LCD-2013-1239*1","Hibiscadelphus giffardianus","Hibiscadelphus","Malvaceae","","","United States","29-07-2023","genus"
"Hibiscadelphus hualalaiensis","ALIVE","1991-1096","K:LCD-1991-1096*2","Hibiscadelphus hualalaiensis","Hibiscadelphus","Malvaceae","","N - Natural Source and Progeny","United States","29-07-2023","genus"
"Hibiscadelphus hualalaiensis","ALIVE","1991-1096","K:LCD-1991-1096*1","Hibiscadelphus hualalaiensis","Hibiscadelphus","Malvaceae",NA,"N - Natural Source and Progeny","United States","28-07-2022","genus"
"Himalayacalamus cupreus","ALIVE","1999-4331","K:LCD-1999-4331*1","Himalayacalamus cupreus","Himalayacalamus","Poaceae",NA,"","","08-11-2023","genus"
"Himalayacalamus hookerianus","ALIVE","1973-12236","K:LCD-1973-12236*1","Himalayacalamus hookerianus","Himalayacalamus","Poaceae",NA,"","","15-07-2025","genus"
"Himalayacalamus hookerianus","ALIVE","1973-12236","K:LCD-1973-12236*2","Himalayacalamus hookerianus","Himalayacalamus","Poaceae",NA,"","","15-07-2025","genus"
"Himalayacalamus porcatus","ALIVE","2006-1519","K:LCD-2006-1519*1","Himalayacalamus porcatus","Himalayacalamus","Poaceae",NA,"N - Natural Source and Progeny","Nepal","08-11-2023","genus"
"Hohenbergiopsis guatemalensis","ALIVE","2004-1957","K:LCD-2004-1957*1","Hohenbergiopsis guatemalensis","Hohenbergiopsis","Bromeliaceae","","","","22-08-2023","genus"
"Hohenbergiopsis guatemalensis","ALIVE","1991-1116","K:LCD-1991-1116*1","Hohenbergiopsis guatemalensis","Hohenbergiopsis","Bromeliaceae","","N - Natural Source and Progeny","Guatemala","23-03-2023","genus"
"Holocalyx balansae","ALIVE","1995-258","K:LCD-1995-258*1","Holocalyx balansae","Holocalyx","Fabaceae",NA,"N - Natural Source and Progeny","Paraguay","31-01-2024","genus"
"Holocalyx balansae","ALIVE","1995-258","K:LCD-1995-258*3","Holocalyx balansae","Holocalyx","Fabaceae",NA,"N - Natural Source and Progeny","Paraguay","31-01-2024","genus"
"Holocalyx balansae","ALIVE","1986-6074","K:LCD-1986-6074*3","Holocalyx balansae","Holocalyx","Fabaceae",NA,"N - Natural Source and Progeny","Paraguay","20-02-2025","genus"
"Holocalyx balansae","ALIVE","1995-258","K:LCD-1995-258*2","Holocalyx balansae","Holocalyx","Fabaceae",NA,"N - Natural Source and Progeny","Paraguay","25-01-2024","genus"
"Homalanthus populifolius","ALIVE","1959-901","K:LCD-1959-901*1","Homalanthus populifolius","Homalanthus","Euphorbiaceae",NA,"","","28-12-2024","genus"
"Humbertiella decaryi","ALIVE","2023-1109","K:LCD-2023-1109*1","Humbertiella decaryi","Humbertiella","Malvaceae","","","Madagascar","15-06-2023","genus"
"Hymenophyllum","ALIVE","2023-0856","K:LCD-2023-0856*1","Hymenophyllum","Hymenophyllum","Hymenophyllaceae","","","","09-05-2023","family"
"Hymenophyllum","ALIVE","2023-0856","K:LCD-2023-0856*1","Hymenophyllum","Hymenophyllum","Hymenophyllaceae","","","","09-05-2023","genus"
"Hymenophyllum","ALIVE","1985-3891","K:LCD-1985-3891*1","Hymenophyllum","Hymenophyllum","Hymenophyllaceae","","N - Natural Source and Progeny","Costa Rica","07-07-2022","family"
"Hymenophyllum","ALIVE","1985-3891","K:LCD-1985-3891*1","Hymenophyllum","Hymenophyllum","Hymenophyllaceae","","N - Natural Source and Progeny","Costa Rica","07-07-2022","genus"
"Hymenophyllum","ALIVE","1980-6221","K:LCD-1980-6221*1","Hymenophyllum","Hymenophyllum","Hymenophyllaceae","","N - Natural Source and Progeny","Malaysia","07-07-2022","family"
"Hymenophyllum","ALIVE","1980-6221","K:LCD-1980-6221*1","Hymenophyllum","Hymenophyllum","Hymenophyllaceae","","N - Natural Source and Progeny","Malaysia","07-07-2022","genus"
"Hyperacanthus","ALIVE","2020-590","K:LCD-2020-590*1","Hyperacanthus","Hyperacanthus","Rubiaceae","","N - Natural Source and Progeny","Madagascar","30-05-2023","genus"
"Hyperacanthus grevei","ALIVE","2007-2173","K:LCD-2007-2173*1","Hyperacanthus grevei","Hyperacanthus","Rubiaceae","","N - Natural Source and Progeny","Madagascar","12-01-2023","genus"
"Hypolytrum mauritianum","ALIVE","2020-272","K:LCD-2020-272*1","Hypolytrum mauritianum","Hypolytrum","Cyperaceae","","N - Natural Source and Progeny","Madagascar","30-01-2024","genus"
"Isoglossa variegata","ALIVE","1996-4580","K:LCD-1996-4580*1","Isoglossa variegata","Isoglossa","Acanthaceae","","N - Natural Source and Progeny","Tanzania","29-06-2022","genus"
"Jaborosa integrifolia","ALIVE","1979-6021","K:LCD-1979-6021*1","Jaborosa integrifolia","Jaborosa","Solanaceae",NA,"N - Natural Source and Progeny","Argentina","01-02-2024","genus"
"Jacobsenia kolbei","ALIVE","1998-3156","K:LCD-1998-3156*1","Jacobsenia kolbei","Jacobsenia","Aizoaceae","","","","04-11-2021","genus"
"Jacquinia armillaris","ALIVE","1988-8593","K:LCD-1988-8593*1","Jacquinia armillaris","Jacquinia","Primulaceae","","N - Natural Source and Progeny","United States","20-12-2023","genus"
"Jacquinia berteroi","ALIVE","2004-3659","K:LCD-2004-3659*1","Jacquinia berteroi","Jacquinia","Primulaceae","","N - Natural Source and Progeny","British Virgin Islands","05-12-2023","genus"
"Jacquinia keyensis","ALIVE","2011-982","K:LCD-2011-982*1","Jacquinia keyensis","Jacquinia","Primulaceae","","N - Natural Source and Progeny","Turks and Caicos Islands","05-12-2023","genus"
"Jamesbrittenia grandiflora","ALIVE","2024-0002","K:LCD-2024-0002*2","Jamesbrittenia grandiflora","Jamesbrittenia","Scrophulariaceae","","N - Natural Source and Progeny","South Africa","06-12-2024","genus"
"Jamesbrittenia macrantha","ALIVE","2024-0006","K:LCD-2024-0006*2","Jamesbrittenia macrantha","Jamesbrittenia","Scrophulariaceae","","N - Natural Source and Progeny","South Africa","06-12-2024","genus"
"Jensenobotrya lossowiana","ALIVE","1998-3195","K:LCD-1998-3195*3","Jensenobotrya lossowiana","Jensenobotrya","Aizoaceae","","","","19-12-2023","genus"
"Jordaaniella","ALIVE","2021-737","K:LCD-2021-737*1","Jordaaniella","Jordaaniella","Aizoaceae","","N - Natural Source and Progeny","South Africa","19-12-2023","genus"
"Jordaaniella cuprea","ALIVE","2021-798","K:LCD-2021-798*1","Jordaaniella cuprea","Jordaaniella","Aizoaceae","","N - Natural Source and Progeny","South Africa","04-11-2021","genus"
"Jordaaniella cuprea","ALIVE","2021-109","K:LCD-2021-109*1","Jordaaniella cuprea","Jordaaniella","Aizoaceae","","N - Natural Source and Progeny","South Africa","19-12-2023","genus"
"Jordaaniella dubia","ALIVE","2013-1124","K:LCD-2013-1124*1","Jordaaniella dubia","Jordaaniella","Aizoaceae","","","","19-12-2023","genus"
"Kabuyea hostifolia","ALIVE","1979-1054","K:LCD-1979-1054*1","Kabuyea hostifolia","Kabuyea","Tecophilaeaceae","","N - Natural Source and Progeny","Tanzania","11-10-2023","genus"
"Knowltonia vesicatoria","ALIVE","1978-3865","K:LCD-1978-3865*1","Knowltonia vesicatoria","Knowltonia","Ranunculaceae",NA,"","","09-01-2025","genus"
"Knowltonia vesicatoria","ALIVE","1978-3865","K:LCD-1978-3865*2","Knowltonia vesicatoria","Knowltonia","Ranunculaceae",NA,"","","23-06-2022","genus"
"Kumara haemanthifolia","ALIVE","2021-910","K:LCD-2021-910*1","Kumara haemanthifolia","Kumara","Asphodelaceae","","N - Natural Source and Progeny","South Africa","06-10-2023","genus"
"Kumara plicatilis","ALIVE","2021-687","K:LCD-2021-687*1","Kumara plicatilis","Kumara","Asphodelaceae","","N - Natural Source and Progeny","South Africa","05-10-2024","genus"
"Kumara plicatilis","ALIVE","2011-1481","K:LCD-2011-1481*1","Kumara plicatilis","Kumara","Asphodelaceae","","","","05-09-2023","genus"
"Kumara plicatilis","ALIVE","2003-1791","K:LCD-2003-1791*2","Kumara plicatilis","Kumara","Asphodelaceae","","","","20-02-2025","genus"
"Lapageria rosea","ALIVE","1989-895","K:LCD-1989-895*2","Lapageria rosea","Lapageria","Philesiaceae",NA,"N - Natural Source and Progeny","Chile","28-11-2024","family"
"Lapageria rosea","ALIVE","2019-1883","K:LCD-2019-1883*1","Lapageria rosea","Lapageria","Philesiaceae","","","Chile","05-12-2024","family"
"Lapageria rosea","ALIVE","1989-895","K:LCD-1989-895*1","Lapageria rosea","Lapageria","Philesiaceae",NA,"N - Natural Source and Progeny","Chile","09-01-2025","family"
"Lasiacis ruscifolia var. velutina","ALIVE","1994-2138","K:LCD-1994-2138*1","Lasiacis ruscifolia var. velutina","Lasiacis","Poaceae",NA,"N - Natural Source and Progeny","Mexico","29-07-2022","genus"
"Lebronnecia kokioides","ALIVE","1984-28","K:LCD-1984-28*3","Lebronnecia kokioides","Lebronnecia","Malvaceae","","","","22-12-2023","genus"
"Lecythis minor","ALIVE","2021-941","K:LCD-2021-941*2","Lecythis minor","Lecythis","Lecythidaceae","","","","19-06-2025","genus"
"Leipoldtia","ALIVE","2021-136","K:LCD-2021-136*1","Leipoldtia","Leipoldtia","Aizoaceae","","N - Natural Source and Progeny","South Africa","19-12-2023","genus"
"Leipoldtia frutescens","ALIVE","2021-1029","K:LCD-2021-1029*1","Leipoldtia frutescens","Leipoldtia","Aizoaceae","","N - Natural Source and Progeny","South Africa","19-12-2023","genus"
"Leipoldtia schultzei","ALIVE","2021-1023","K:LCD-2021-1023*1","Leipoldtia schultzei","Leipoldtia","Aizoaceae","","N - Natural Source and Progeny","South Africa","19-12-2023","genus"
"Leipoldtia uniflora","ALIVE","2021-135","K:LCD-2021-135*1","Leipoldtia uniflora","Leipoldtia","Aizoaceae","","N - Natural Source and Progeny","South Africa","19-12-2023","genus"
"Leipoldtia weigangiana subsp. grandifolia","ALIVE","1999-25","K:LCD-1999-25*1","Leipoldtia grandifolia","Leipoldtia","Aizoaceae","","","","19-12-2023","genus"
"Leipoldtia weigangiana subsp. grandifolia","ALIVE","2021-138","K:LCD-2021-138*1","Leipoldtia weigangiana subsp. grandifolia","Leipoldtia","Aizoaceae","","N - Natural Source and Progeny","South Africa","19-12-2023","genus"
"Lemurodendron capuronii","ALIVE","2015-2232","K:LCD-2015-2232*1","Lemurodendron capuronii","Lemurodendron","Fabaceae","","N - Natural Source and Progeny","Madagascar","14-11-2024","genus"
"Lemurodendron capuronii","ALIVE","2015-2232","K:LCD-2015-2232*2","Lemurodendron capuronii","Lemurodendron","Fabaceae","","N - Natural Source and Progeny","Madagascar","23-01-2023","genus"
"Lepanthopsis acuminata","ALIVE","2002-1296","K:LCD-2002-1296*1","Lepanthopsis acuminata","Lepanthopsis","Orchidaceae","","","","19-10-2021","genus"
"Lepanthopsis astrophora","ALIVE","2002-1297","K:LCD-2002-1297*2","Lepanthopsis astrophora","Lepanthopsis","Orchidaceae","","","","27-03-2023","genus"
"Lepanthopsis prolifera","ALIVE","2002-1243","K:LCD-2002-1243*4","Lepanthopsis prolifera","Lepanthopsis","Orchidaceae","","","","28-03-2023","genus"
"Lepidagathis grandidieri","ALIVE","2023-1169","K:LCD-2023-1169*1","Lepidagathis grandidieri","Lepidagathis","Acanthaceae","","","Madagascar","02-08-2023","genus"
"Lepidaploa arbuscula","ALIVE","2008-2245","K:LCD-2008-2245*1","Lepidaploa arbuscula","Lepidaploa","Asteraceae","","","Turks and Caicos Islands","05-12-2023","genus"
"Leptocereus quadricostatus","ALIVE","1985-1932","K:LCD-1985-1932*1","Leptocereus quadricostatus","Leptocereus","Cactaceae","","","Puerto Rico","20-02-2024","genus"
"Leptocereus undulosus","ALIVE","2020-554","K:LCD-2020-554*4","Leptocereus undulosus","Leptocereus","Cactaceae","","N - Natural Source and Progeny","Dominican Republic","19-02-2024","genus"
"Leptocereus undulosus","ALIVE","2020-554","K:LCD-2020-554*5","Leptocereus undulosus","Leptocereus","Cactaceae","","N - Natural Source and Progeny","Dominican Republic","19-02-2024","genus"
"Leptocereus undulosus","ALIVE","2020-554","K:LCD-2020-554*1","Leptocereus undulosus","Leptocereus","Cactaceae","","N - Natural Source and Progeny","Dominican Republic","19-02-2024","genus"
"Leptocereus undulosus","ALIVE","2021-190","K:LCD-2021-190*1","Dendrocereus undulosus","Dendrocereus","Cactaceae","","N - Natural Source and Progeny","Dominican Republic","05-01-2023","genus"
"Leptocereus undulosus","ALIVE","2020-554","K:LCD-2020-554*3","Leptocereus undulosus","Leptocereus","Cactaceae","","N - Natural Source and Progeny","Dominican Republic","19-02-2024","genus"
"Leptocereus undulosus","ALIVE","2020-554","K:LCD-2020-554*2","Leptocereus undulosus","Leptocereus","Cactaceae","","N - Natural Source and Progeny","Dominican Republic","19-02-2024","genus"
"Leptocereus weingartianus","ALIVE","2003-3488","K:LCD-2003-3488*1","Leptocereus weingartianus","Leptocereus","Cactaceae","","","","19-02-2024","genus"
"Leptocereus wrightii","ALIVE","2001-3166","K:LCD-2001-3166*1","Leptocereus wrightii","Leptocereus","Cactaceae","","N - Natural Source and Progeny","Cuba","19-02-2024","genus"
"Leucostegia immersa","ALIVE","1969-5737","K:LCD-1969-5737*1","Leucostegia immersa","Leucostegia","Polypodiaceae","","N - Natural Source and Progeny","Indonesia","19-02-2024","genus"
"Liparia splendens subsp. splendens","ALIVE","1993-2908","K:LCD-1993-2908*1","Liparia splendens subsp. splendens","Liparia","Fabaceae","","N - Natural Source and Progeny","South Africa","12-01-2025","genus"
"Liparia splendens subsp. splendens","ALIVE","1993-2908","K:LCD-1993-2908*3","Liparia splendens subsp. splendens","Liparia","Fabaceae",NA,"N - Natural Source and Progeny","South Africa","06-09-2023","genus"
"Litsea cubeba","ALIVE","1988-8612","K:LCD-1988-8612*1","Litsea cubeba","Litsea","Lauraceae",NA,"N - Natural Source and Progeny","China","21-05-2024","genus"
"Loeseneriella","ALIVE","2007-2266","K:LCD-2007-2266*1","Loeseneriella","Loeseneriella","Celastraceae","","N - Natural Source and Progeny","Madagascar","12-01-2023","family"
"Loeseneriella","ALIVE","2007-2266","K:LCD-2007-2266*1","Loeseneriella","Loeseneriella","Celastraceae","","N - Natural Source and Progeny","Madagascar","12-01-2023","genus"
"Lonchitis hirsuta","ALIVE","2020-1323","K:LCD-2020-1323*1","Lonchitis hirsuta","Lonchitis","Lonchitidaceae","","N - Natural Source and Progeny","Costa Rica","24-07-2023","genus"
"Lonchitis hirsuta","ALIVE","2020-1323","K:LCD-2020-1323*1","Lonchitis hirsuta","Lonchitis","Lonchitidaceae","","N - Natural Source and Progeny","Costa Rica","24-07-2023","family"
"Lophomyrtus obcordata","ALIVE","2025-990","K:LCD-2025-990*1","Lophomyrtus obcordata","Lophomyrtus","Myrtaceae","","","","25-07-2025","genus"
"Lymania azurea","ALIVE","1977-727","K:LCD-1977-727*1","Lymania azurea","Lymania","Bromeliaceae","","N - Natural Source and Progeny","Brazil","13-07-2025","genus"
"Lymania smithii","ALIVE","2018-1489","K:LCD-2018-1489*1","Lymania smithii","Lymania","Bromeliaceae","","","Brazil","17-07-2025","genus"
"Lysionotus pauciflorus","ALIVE","2018-608","K:LCD-2018-608*2","Lysionotus pauciflorus","Lysionotus","Gesneriaceae",NA,"N - Natural Source and Progeny","Vietnam","20-01-2025","genus"
"Lysionotus pauciflorus","ALIVE","2018-608","K:LCD-2018-608*1","Lysionotus pauciflorus","Lysionotus","Gesneriaceae",NA,"N - Natural Source and Progeny","Vietnam","01-10-2024","genus"
"Lysionotus pauciflorus","ALIVE","2018-608","K:LCD-2018-608*3","Lysionotus pauciflorus","Lysionotus","Gesneriaceae",NA,"N - Natural Source and Progeny","Vietnam","21-11-2024","genus"
"Mackaya bella","ALIVE","1990-1276","K:LCD-1990-1276*1","Mackaya bella","Mackaya","Acanthaceae","","","","29-06-2022","genus"
"Mackaya bella","ALIVE","1980-1796","K:LCD-1980-1796*1","Mackaya bella","Mackaya","Acanthaceae","","","","29-06-2022","genus"
"Maihuenia poeppigii","ALIVE","2010-600","K:LCD-2010-600*2","Maihuenia poeppigii","Maihuenia","Cactaceae","","N - Natural Source and Progeny","","20-02-2024","genus"
"Malacomeles denticulata","ALIVE","1965-76301","K:LCD-1965-76301*2","Malacomeles denticulata","Malacomeles","Rosaceae","","N - Natural Source and Progeny","","06-12-2024","genus"
"Malacomeles denticulata","ALIVE","1965-76301","K:LCD-1965-76301*1","Malacomeles denticulata","Malacomeles","Rosaceae",NA,"N - Natural Source and Progeny","","28-11-2024","genus"
"Malephora crocea","ALIVE","2009-1053","K:LCD-2009-1053*1","Malephora crocea","Malephora","Aizoaceae","","","","19-12-2023","genus"
"Malephora crocea","ALIVE","1999-2311","K:LCD-1999-2311*1","Malephora crocea","Malephora","Aizoaceae","","","","19-12-2023","genus"
"Malleastrum mandenense","ALIVE","2007-2348","K:LCD-2007-2348*1","Malleastrum mandenense","Malleastrum","Meliaceae","","N - Natural Source and Progeny","","16-06-2023","genus"
"Marlothistella stenophylla","ALIVE","2000-3438","K:LCD-2000-3438*1","Marlothistella stenophylla","Marlothistella","Aizoaceae","","","","19-12-2023","genus"
"Marlothistella uniondalensis","ALIVE","1999-77","K:LCD-1999-77*1","Marlothistella uniondalensis","Marlothistella","Aizoaceae","","","","19-12-2023","genus"
"Marlothistella uniondalensis","ALIVE","1999-1537","K:LCD-1999-1537*1","Marlothistella uniondalensis","Marlothistella","Aizoaceae","","","","19-12-2023","genus"
"Maurocenia frangula","ALIVE","1973-12142","K:LCD-1973-12142*1","Maurocenia frangula","Maurocenia","Celastraceae",NA,"","","14-02-2024","family"
"Maytenus ilicifolia","ALIVE","1979-6229","K:LCD-1979-6229*2","Maytenus ilicifolia","Maytenus","Celastraceae",NA,"N - Natural Source and Progeny","Argentina","14-02-2024","family"
"Maytenus ilicifolia","ALIVE","1979-6229","K:LCD-1979-6229*1","Maytenus ilicifolia","Maytenus","Celastraceae",NA,"N - Natural Source and Progeny","Argentina","09-01-2025","family"
"Medusagyne oppositifolia","ALIVE","1981-2059","K:LCD-1981-2059*2","Medusagyne oppositifolia","Medusagyne","Ochnaceae","","N - Natural Source and Progeny","Seychelles","30-07-2023","genus"
"Megalochlamys kenyensis","ALIVE","2021-175","K:LCD-2021-175*1","Megalochlamys kenyensis","Megalochlamys","Acanthaceae","","N - Natural Source and Progeny","Kenya","29-06-2022","genus"
"Megaphrynium macrostachyum","ALIVE","1964-79204","K:LCD-1964-79204*2","Megaphrynium macrostachyum","Megaphrynium","Marantaceae","","","","19-05-2022","genus"
"Megistostegium microphyllum","ALIVE","2016-2412","K:LCD-2016-2412*1","Megistostegium microphyllum","Megistostegium","Malvaceae","","N - Natural Source and Progeny","Madagascar","09-05-2025","genus"
"Meineckia ovata","ALIVE","2013-35","K:LCD-2013-35*2","Meineckia ovata","Meineckia","Phyllanthaceae","","N - Natural Source and Progeny","Kenya","22-12-2023","genus"
"Mellera nyassana","ALIVE","2017-2477","K:LCD-2017-2477*1","Mellera nyassana","Mellera","Acanthaceae","","N - Natural Source and Progeny","Malawi","29-06-2022","genus"
"Melochia tomentosa","ALIVE","2013-1092","K:LCD-2013-1092*1","Melochia tomentosa","Melochia","Malvaceae",NA,"","","29-07-2022","genus"
"Melochia tomentosa","ALIVE","2013-1092","K:LCD-2013-1092*2","Melochia tomentosa","Melochia","Malvaceae","","","","06-07-2022","genus"
"Merrilliodendron megacarpum","ALIVE","1990-1136","K:LCD-1990-1136*3","Merrilliodendron megacarpum","Merrilliodendron","Icacinaceae","","N - Natural Source and Progeny","","19-06-2025","genus"
"Merwilla plumbea","ALIVE","2002-427","K:LCD-2002-427*1","Merwilla plumbea","Merwilla","Asparagaceae","","","","22-07-2025","genus"
"Meryta sinclairii","ALIVE","1957-28802","K:LCD-1957-28802*1","Meryta sinclairii","Meryta","Araliaceae",NA,"","","27-03-2024","genus"
"Meryta sinclairii","ALIVE","2015-1864","K:LCD-2015-1864*1","Meryta sinclairii","Meryta","Araliaceae",NA,"","","27-03-2024","genus"
"Meryta sonchifolia","ALIVE","1969-19559","K:LCD-1969-19559*1","Meryta sonchifolia","Meryta","Araliaceae",NA,"","","20-10-2023","genus"
"Metastelma anegadense","ALIVE","2013-24","K:LCD-2013-24*1","Metastelma anegadense","Metastelma","Apocynaceae","","N - Natural Source and Progeny","British Virgin Islands","05-12-2023","genus"
"Meyerophytum meyeri","ALIVE","2021-734","K:LCD-2021-734*1","Meyerophytum meyeri","Meyerophytum","Aizoaceae","","N - Natural Source and Progeny","South Africa","19-12-2023","genus"
"Meyerophytum meyeri","ALIVE","2018-273","K:LCD-2018-273*1","Meyerophytum meyeri","Meyerophytum","Aizoaceae","","N - Natural Source and Progeny","","19-12-2023","genus"
"Meyerophytum meyeri","ALIVE","1999-26","K:LCD-1999-26*1","Meyerophytum meyeri","Meyerophytum","Aizoaceae","","","","04-11-2021","genus"
"Miconia prasina","ALIVE","2017-2211","K:LCD-2017-2211*1","Miconia prasina","Miconia","Melastomataceae","","N - Natural Source and Progeny","British Virgin Islands","05-12-2023","genus"
"Miconia thomasiana","ALIVE","2012-286","K:LCD-2012-286*2","Miconia thomasiana","Miconia","Melastomataceae","","N - Natural Source and Progeny","British Virgin Islands","05-12-2023","genus"
"Miconia thomasiana","ALIVE","2014-403","K:LCD-2014-403*2","Miconia thomasiana","Miconia","Melastomataceae","","N - Natural Source and Progeny","","05-12-2023","genus"
"Micranthocereus auri-azureus","ALIVE","2025-495","K:LCD-2025-495*1","Micranthocereus auri-azureus","Micranthocereus","Cactaceae","Z - Propagule from Wild","","Brazil","09-07-2025","genus"
"Micranthocereus auri-azureus","ALIVE","2001-3825","K:LCD-2001-3825*1","Micranthocereus auri-azureus","Micranthocereus","Cactaceae","","","","21-02-2024","genus"
"Micranthocereus auri-azureus","ALIVE","2002-3073","K:LCD-2002-3073*1","Micranthocereus auri-azureus","Micranthocereus","Cactaceae","","","","06-03-2009","genus"
"Micranthocereus flaviflorus","ALIVE","2025-496","K:LCD-2025-496*1","Micranthocereus flaviflorus","Micranthocereus","Cactaceae","","","","09-07-2025","genus"
"Micranthocereus flaviflorus","ALIVE","2002-698","K:LCD-2002-698*1","Micranthocereus flaviflorus","Micranthocereus","Cactaceae","","","","19-02-2024","genus"
"Micranthocereus polyanthus","ALIVE","2024-1360","K:LCD-2024-1360*1","Micranthocereus polyanthus","Micranthocereus","Cactaceae","","","","19-07-2024","genus"
"Micranthocereus purpureus","ALIVE","1977-907","K:LCD-1977-907*1","Micranthocereus purpureus","Micranthocereus","Cactaceae","","N - Natural Source and Progeny","Brazil","15-02-2024","genus"
"Micranthocereus streckeri","ALIVE","2002-697","K:LCD-2002-697*1","Micranthocereus streckeri","Micranthocereus","Cactaceae","","","","15-02-2024","genus"
"Micranthocereus streckeri","ALIVE","2001-3827","K:LCD-2001-3827*1","Micranthocereus streckeri","Micranthocereus","Cactaceae","","","","15-02-2024","genus"
"Micranthocereus streckeri","ALIVE","2007-407","K:LCD-2007-407*1","Micranthocereus streckeri","Micranthocereus","Cactaceae","","","Brazil","15-02-2024","genus"
"Microlepia speluncae","ALIVE","1974-17","K:LCD-1974-17*1","Microlepia speluncae","Microlepia","Dennstaedtiaceae","","N - Natural Source and Progeny","Papua New Guinea","05-07-2022","genus"
"Microlepia speluncae","ALIVE","2015-1678","K:LCD-2015-1678*1","Microlepia speluncae","Microlepia","Dennstaedtiaceae",NA,"N - Natural Source and Progeny","Vietnam","20-05-2024","genus"
"Microlepia speluncae","ALIVE","2015-1678","K:LCD-2015-1678*2","Microlepia speluncae","Microlepia","Dennstaedtiaceae",NA,"N - Natural Source and Progeny","Vietnam","20-05-2024","genus"
"Microlepia strigosa","ALIVE","2025-974","K:LCD-2025-974*1","Microlepia strigosa","Microlepia","Dennstaedtiaceae","U - Unknown","","","25-07-2025","genus"
"Mila caespitosa","ALIVE","2024-1396","K:LCD-2024-1396*1","Mila caespitosa","Mila","Cactaceae","","","Peru","25-07-2024","genus"
"Mitracarpus polycladus","ALIVE","2020-644","K:LCD-2020-644*1","Mitracarpus polycladus","Mitracarpus","Rubiaceae","","N - Natural Source and Progeny","Madagascar","11-01-2023","genus"
"Mitriostigma axillare","ALIVE","1973-13751","K:LCD-1973-13751*1","Mitriostigma axillare","Mitriostigma","Rubiaceae","","","","22-12-2023","genus"
"Mitriostigma axillare","ALIVE","1973-21355","K:LCD-1973-21355*3","Mitriostigma axillare","Mitriostigma","Rubiaceae","","","","19-06-2025","genus"
"Mondia whitei","ALIVE","1967-8002","K:LCD-1967-8002*1","Mondia whitei","Mondia","Apocynaceae","","N - Natural Source and Progeny","Burundi","22-09-2022","genus"
"Monilaria","ALIVE","2020-1071","K:LCD-2020-1071*1","Monilaria","Monilaria","Aizoaceae","","N - Natural Source and Progeny","South Africa","19-12-2023","genus"
"Monilaria","ALIVE","2021-134","K:LCD-2021-134*1","Monilaria","Monilaria","Aizoaceae","","N - Natural Source and Progeny","South Africa","08-11-2021","genus"
"Moquilea tomentosa","ALIVE","1928-48502","K:LCD-1928-48502*3","Moquilea tomentosa","Moquilea","Chrysobalanaceae","","","","20-11-2024","genus"
"Moquilea tomentosa","ALIVE","1928-48502","K:LCD-1928-48502*2","Moquilea tomentosa","Moquilea","Chrysobalanaceae","","","","23-12-2023","genus"
"Morisonia paradoxa","ALIVE","1969-14001","K:LCD-1969-14001*3","Morisonia paradoxa","Morisonia","Capparaceae","","","","19-06-2025","genus"
"Mormodes","ALIVE","2023-0027","K:LCD-2023-0027*1","Mormodes","Mormodes","Orchidaceae","","","","05-01-2023","genus"
"Mormodes colossus","ALIVE","2021-498","K:LCD-2021-498*1","Mormodes colossus","Mormodes","Orchidaceae","","N - Natural Source and Progeny","Costa Rica","10-12-2024","genus"
"Musanga cecropioides","ALIVE","2015-454","K:LCD-2015-454*2","Musanga cecropioides","Musanga","Urticaceae","","N - Natural Source and Progeny","Cameroon","20-12-2023","genus"
"Myoporum laetum","ALIVE","1997-5260","K:LCD-1997-5260*2","Myoporum laetum","Myoporum","Scrophulariaceae","","N - Natural Source and Progeny","New Zealand","05-12-2024","genus"
