filename;sample_id;species;NCBITaxonomy_ID;Ionization_mode;garden;dataset;taxon_scientific_name;taxon_accepted_name;taxon_rank;observation_subject;is_wild;qfield_project;latitude;longitude;collection_date;instrument_model;extraction_method;sample_type
202505131015_CVOL_dbgi_007704_01_01.mzML;dbgi_007704;Prunus armeniaca L.;NA;Positive;JBUF;jbuf;Prunus armeniaca;Prunus armeniaca L.;species;bud;0;jbuf;46,793130;7,1559577;20250328095457;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007705_01_01.mzML;dbgi_007705;Narcissus bulbocodium L.;NA;Positive;JBUF;jbuf;Narcissus bulbocodium;Narcissus bulbocodium L.;species;Flower;0;jbuf;46,792828;7,1561217;20250404140840;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007707_01_01.mzML;dbgi_007707;Scilla bifolia L.;NA;Positive;JBUF;jbuf;Scilla bifolia;Scilla bifolia L.;species;Flower;0;jbuf;46,792740;7,1560850;20250321151044;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007709_01_01.mzML;dbgi_007709;Liquidambar orientalis Mill.;NA;Positive;JBUF;jbuf;Liquidambar orientalis;Liquidambar orientalis Mill.;species;bud;1;jbuf;46,791190;7,1574736;20250325113329;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007710_01_01.mzML;dbgi_007710;Cercidiphyllum japonicum Siebold & Zucc.;NA;Positive;JBUF;jbuf;Cercidiphyllum japonicum;Cercidiphyllum japonicum Siebold & Zucc.;species;Flower;0;jbuf;46,792976;7,1555605;20250328094210;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007711_01_01.mzML;dbgi_007711;Prunus spinosa L.;NA;Positive;JBUF;jbuf;Prunus spinosa;Prunus spinosa L.;species;Flower;0;jbuf;46,793003;7,1565590;20250402143552;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007712_01_01.mzML;dbgi_007712;Galanthus nivalis L.;NA;Positive;JBUF;jbuf;Galanthus nivalis;Galanthus nivalis L.;species;Flower;0;jbuf;46,792854;7,1562600;20250321141050;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007716_01_01.mzML;dbgi_007716;Puschkinia scilloides Adams;NA;Positive;JBUF;jbuf;Puschkinia scilloides;Puschkinia scilloides Adams;species;Leaf;0;jbuf;46,792816;7,1560755;20250321145214;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007719_01_01.mzML;dbgi_007719;Malus spectabilis (Aiton) Borkh.;NA;Positive;JBUF;jbuf;Malus spectabilis;Malus spectabilis (Aiton) Borkh.;species;bud;0;jbuf;46,792988;7,1553955;20250328092538;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007720_01_01.mzML;dbgi_007720;Narcissus poeticus L.;NA;Positive;JBUF;jbuf;Narcissus poeticus;Narcissus poeticus L.;species;Leaf;0;jbuf;46,792816;7,1561260;20250404135104;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007721_01_01.mzML;dbgi_007721;Crocus flavus Weston;NA;Positive;JBUF;jbuf;Crocus flavus;Crocus flavus Weston;species;Leaf;0;jbuf;46,792800;7,1560874;20250321143906;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007725_01_01.mzML;dbgi_007725;Pinus sylvestris L.;NA;Positive;JBUF;jbuf;Pinus sylvestris;Pinus sylvestris L.;species;Stems;0;jbuf;46,792976;7,1561465;20250328160837;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007726_01_01.mzML;dbgi_007726;Scilla bifolia L.;NA;Positive;JBUF;jbuf;Scilla bifolia;Scilla bifolia L.;species;Leaf;0;jbuf;46,792740;7,1560850;20250321150458;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007726_01_02.mzML;dbgi_007726;Scilla bifolia L.;NA;Positive;JBUF;jbuf;Scilla bifolia;Scilla bifolia L.;species;Leaf;0;jbuf;46,792740;7,1560850;20250321150458;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007727_01_01.mzML;dbgi_007727;Frangula purshiana (DC.) J.G.Cooper;NA;Positive;JBUF;jbuf;Frangula purshiana;Frangula purshiana (DC.) J.G.Cooper;species;Stems;0;jbuf;46,793000;7,1565730;20250402153839;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007728_01_01.mzML;dbgi_007728;Larix decidua (L.) Mill.;NA;Positive;JBUF;jbuf;Larix decidua;Larix decidua (L.) Mill.;species;bark;0;jbuf;46,792686;7,1569380;20250411153505;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007729_01_01.mzML;dbgi_007729;Taxus baccata L.;NA;Positive;JBUF;jbuf;Taxus baccata;Taxus baccata L.;species;bud;0;jbuf;46,791183;7,1573615;20250325100859;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007730_01_01.mzML;dbgi_007730;Juniperus communis subsp. communis;NA;Positive;JBUF;jbuf;Juniperus communis subsp. communis;Juniperus communis subsp. communis;subspecies;Leaf;0;jbuf;46,793070;7,1564255;NA;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007731_01_01.mzML;dbgi_007731;Prunus persica (L.) Stokes;NA;Positive;JBUF;jbuf;Prunus persica;Prunus persica (L.) Stokes;species;Flower;0;jbuf;46,793106;7,1561670;20250328153307;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007732_01_01.mzML;dbgi_007732;Eleutherococcus senticosus (Rupr. & Maxim.) Maxim.;NA;Positive;JBUF;jbuf;Eleutherococcus senticosus;Eleutherococcus senticosus (Rupr. & Maxim.) Maxim.;species;bark;0;jbuf;46,793003;7,1565437;20250402151258;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007734_01_01.mzML;dbgi_007734;Pinus mugo Turra;NA;Positive;JBUF;jbuf;Pinus mugo;Pinus mugo Turra;species;Leaf;0;jbuf;46,792618;7,1562800;20250327101238;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007735_01_01.mzML;dbgi_007735;Bellevalia romana (L.) Sweet;NA;Positive;JBUF;jbuf;Bellevalia romana;Bellevalia romana (L.) Sweet;species;Leaf;0;jbuf;46,792843;7,1561360;NA;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007736_01_01.mzML;dbgi_007736;Narcissus albicans (Haw.) Spreng.;NA;Positive;JBUF;jbuf;Narcissus albicans;Narcissus albicans (Haw.) Spreng.;species;Leaf;1;jbuf;46,792797;7,1560926;20250321154054;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007737_01_01.mzML;dbgi_007737;Picea jezoensis (Siebold & Zucc.) Carrière;NA;Positive;JBUF;jbuf;Picea jezoensis;Picea jezoensis (Siebold & Zucc.) Carrière;species;Fruit;0;jbuf;46,792670;7,1570120;20250411150413;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007742_01_01.mzML;dbgi_007742;Larix decidua (L.) Mill.;NA;Positive;JBUF;jbuf;Larix decidua;Larix decidua (L.) Mill.;species;Stems;0;jbuf;46,792686;7,1569380;20250411153033;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007743_01_01.mzML;dbgi_007743;Prunus armeniaca L.;NA;Positive;JBUF;jbuf;Prunus armeniaca;Prunus armeniaca L.;species;Flower;0;jbuf;46,793130;7,1559580;20250328100229;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007744_01_01.mzML;dbgi_007744;Prunus amygdalus Batsch;NA;Positive;JBUF;jbuf;Prunus amygdalus;Prunus amygdalus Batsch;species;bud;0;jbuf;46,793120;7,1560154;20250328101820;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007745_01_01.mzML;dbgi_007745;Metasequoia glyptostroboides Hu & W.C.Cheng;NA;Positive;JBUF;jbuf;Metasequoia glyptostroboides;Metasequoia glyptostroboides Hu & W.C.Cheng;species;bark;0;jbuf;46,792736;7,1570970;20250403170125;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007746_01_01.mzML;dbgi_007746;Buxus sempervirens L.;NA;Positive;JBUF;jbuf;Buxus sempervirens;Buxus sempervirens L.;species;Flower;0;jbuf;46,791622;7,1573650;20250418134026;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007747_01_01.mzML;dbgi_007747;Picea abies (L.) H.Karst.;NA;Positive;JBUF;jbuf;Picea abies;Picea abies (L.) H.Karst.;species;bark;0;jbuf;46,792664;7,1570745;20250410165822;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007750_01_01.mzML;dbgi_007750;Picea abies (L.) H.Karst.;NA;Positive;JBUF;jbuf;Picea abies;Picea abies (L.) H.Karst.;species;Leaf;0;jbuf;46,792767;7,1569720;20250403140048;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007751_01_01.mzML;dbgi_007751;Buxus sempervirens L.;NA;Positive;JBUF;jbuf;Buxus sempervirens;Buxus sempervirens L.;species;Stems;0;jbuf;46,791622;7,1573650;20250418134957;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007752_01_01.mzML;dbgi_007752;Larix kaempferi (Lamb.) Carrière;NA;Positive;JBUF;jbuf;Larix kaempferi;Larix kaempferi (Lamb.) Carrière;species;Leaf;0;jbuf;46,792690;7,1569060;20250411155208;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007753_01_01.mzML;dbgi_007753;Larix decidua (L.) Mill.;NA;Positive;JBUF;jbuf;Larix decidua;Larix decidua (L.) Mill.;species;Fruit;0;jbuf;46,792686;7,1569357;20250411153824;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007758_01_01.mzML;dbgi_007758;Muscari botryoides (L.) Mill.;NA;Positive;JBUF;jbuf;Muscari botryoides;Muscari botryoides (L.) Mill.;species;Flower;0;jbuf;46,792763;7,1561030;20250321152806;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007759_01_01.mzML;dbgi_007759;Picea abies (L.) H.Karst.;NA;Positive;JBUF;jbuf;Picea abies;Picea abies (L.) H.Karst.;species;bud;0;jbuf;46,792767;7,1569720;20250403141123;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007760_01_01.mzML;dbgi_007760;Liquidambar formosana Hance;NA;Positive;JBUF;jbuf;Liquidambar formosana;Liquidambar formosana Hance;species;Stems;0;jbuf;46,792866;7,1568775;20250403134317;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007762_01_01.mzML;dbgi_007762;Larix kaempferi (Lamb.) Carrière;NA;Positive;JBUF;jbuf;Larix kaempferi;Larix kaempferi (Lamb.) Carrière;species;Fruit;0;jbuf;46,792690;7,1569023;20250411160724;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007763_01_01.mzML;dbgi_007763;Juniperus communis subsp. communis;NA;Positive;JBUF;jbuf;Juniperus communis subsp. communis;Juniperus communis subsp. communis;subspecies;bud;0;jbuf;46,793070;7,1564260;20250402134516;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007765_01_01.mzML;dbgi_007765;Liquidambar formosana Hance;NA;Positive;JBUF;jbuf;Liquidambar formosana;Liquidambar formosana Hance;species;bud;0;jbuf;46,792866;7,1568780;20250403133044;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007767_01_01.mzML;dbgi_007767;Picea abies (L.) H.Karst.;NA;Positive;JBUF;jbuf;Picea abies;Picea abies (L.) H.Karst.;species;Leaf;0;jbuf;46,792664;7,1570740;20250410164053;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007768_01_01.mzML;dbgi_007768;Picea jezoensis (Siebold & Zucc.) Carrière;NA;Positive;JBUF;jbuf;Picea jezoensis;Picea jezoensis (Siebold & Zucc.) Carrière;species;bud;0;jbuf;46,792680;7,1570120;20250411145227;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007769_01_01.mzML;dbgi_007769;× Sycoparrotia semidecidua P. K. Endress & Anliker;NA;Positive;JBUF;jbuf;× Sycoparrotia semidecidua;× Sycoparrotia semidecidua P. K. Endress & Anliker;species;Flower;0;jbuf;46,792847;7,1568710;20250403134646;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007770_01_01.mzML;dbgi_007770;Picea jezoensis (Siebold & Zucc.) Carrière;NA;Positive;JBUF;jbuf;Picea jezoensis;Picea jezoensis (Siebold & Zucc.) Carrière;species;Stems;0;jbuf;46,792675;7,1570125;20250411150152;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007771_01_01.mzML;dbgi_007771;Prunus cerasus L.;NA;Positive;JBUF;jbuf;Prunus cerasus;Prunus cerasus L.;species;bark;0;jbuf;46,792126;7,1564593;20250418115009;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007772_01_01.mzML;dbgi_007772;Picea abies (L.) H.Karst.;NA;Positive;JBUF;jbuf;Picea abies;Picea abies (L.) H.Karst.;species;bark;0;jbuf;46,792664;7,1570760;20250410170220;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007774_01_01.mzML;dbgi_007774;Picea abies (L.) H.Karst.;NA;Positive;JBUF;jbuf;Picea abies;Picea abies (L.) H.Karst.;species;bark;0;jbuf;46,792780;7,1569967;20250403152456;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007775_01_01.mzML;dbgi_007775;Betula pendula Roth;NA;Positive;JBUF;jbuf;Betula pendula;Betula pendula Roth;species;Seed;0;jbuf;46,792930;7,1562595;20250418112655;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007782_01_01.mzML;dbgi_007782;Tsuga canadensis (L.) Carrière;NA;Positive;JBUF;jbuf;Tsuga canadensis;Tsuga canadensis (L.) Carrière;species;bark;0;jbuf;46,793120;7,1552650;20250410150414;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007783_01_01.mzML;dbgi_007783;Larix kaempferi (Lamb.) Carrière;NA;Positive;JBUF;jbuf;Larix kaempferi;Larix kaempferi (Lamb.) Carrière;species;Flower;0;jbuf;46,792690;7,1569023;20250411161236;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007784_01_01.mzML;dbgi_007784;Cryptomeria japonica (Thunb. ex L.) D.Don;NA;Positive;JBUF;jbuf;Cryptomeria japonica;Cryptomeria japonica (Thunb. ex L.) D.Don;species;bark;0;jbuf;46,792744;7,1569860;20250403154450;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007785_01_01.mzML;dbgi_007785;Ostrya carpinifolia Scop.;NA;Positive;JBUF;jbuf;Ostrya carpinifolia;Ostrya carpinifolia Scop.;species;Stems;0;jbuf;46,792236;7,1573150;20250418125400;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007787_01_01.mzML;dbgi_007787;Ostrya carpinifolia Scop.;NA;Positive;JBUF;jbuf;Ostrya carpinifolia;Ostrya carpinifolia Scop.;species;Flower;0;jbuf;46,792236;7,1573157;20250418124317;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007789_01_01.mzML;dbgi_007789;Picea abies (L.) H.Karst.;NA;Positive;JBUF;jbuf;Picea abies;Picea abies (L.) H.Karst.;species;Stems;0;jbuf;46,792786;7,1569495;20250403142431;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007790_01_01.mzML;dbgi_007790;Betula pendula Roth;NA;Positive;JBUF;jbuf;Betula pendula;Betula pendula Roth;species;Stems;0;jbuf;46,792930;7,1562590;20250418113022;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007791_01_01.mzML;dbgi_007791;Metasequoia glyptostroboides Hu & W.C.Cheng;NA;Positive;JBUF;jbuf;Metasequoia glyptostroboides;Metasequoia glyptostroboides Hu & W.C.Cheng;species;bud;0;jbuf;46,792736;7,1571064;20250403165010;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007794_01_01.mzML;dbgi_007794;Sequoiadendron giganteum (Lindl.) J.Buchholz;NA;Positive;JBUF;jbuf;Sequoiadendron giganteum;Sequoiadendron giganteum (Lindl.) J.Buchholz;species;bark;0;jbuf;46,792786;7,1571746;20250403163949;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007795_01_01.mzML;dbgi_007795;Alnus incana (L.) Moench;NA;Positive;JBUF;jbuf;Alnus incana;Alnus incana (L.) Moench;species;bark;0;jbuf;46,792202;7,1574984;20250418122824;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007796_01_01.mzML;dbgi_007796;Tilia cordata Mill.;NA;Positive;JBUF;jbuf;Tilia cordata;Tilia cordata Mill.;species;bud;0;jbuf;46,793120;7,1552680;20250410145717;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007797_01_01.mzML;dbgi_007797;Pseudotsuga menziesii var. menziesii (Mirb.) Franco;NA;Positive;JBUF;jbuf;Pseudotsuga menziesii var. menziesii;Pseudotsuga menziesii var. menziesii (Mirb.) Franco;variety;bud;0;jbuf;46,792637;7,1573477;20250410160552;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007798_01_01.mzML;dbgi_007798;Prunus avium (L.) L.;NA;Positive;JBUF;jbuf;Prunus avium;Prunus avium (L.) L.;species;Flower;0;jbuf;46,792553;7,1572140;20250411142406;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007801_01_01.mzML;dbgi_007801;Tsuga canadensis (L.) Carrière;NA;Positive;JBUF;jbuf;Tsuga canadensis;Tsuga canadensis (L.) Carrière;species;Stems;0;jbuf;46,792686;7,1572723;20250410154149;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007802_01_01.mzML;dbgi_007802;Pseudotsuga menziesii var. menziesii (Mirb.) Franco;NA;Positive;JBUF;jbuf;Pseudotsuga menziesii var. menziesii;Pseudotsuga menziesii var. menziesii (Mirb.) Franco;variety;bark;0;jbuf;46,792637;7,1573460;20250410161202;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007803_01_01.mzML;dbgi_007803;Thuja occidentalis L.;NA;Positive;JBUF;jbuf;Thuja occidentalis;Thuja occidentalis L.;species;bark;0;jbuf;46,793045;7,1564693;20250402141617;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007804_01_01.mzML;dbgi_007804;× Sycoparrotia semidecidua P. K. Endress & Anliker;NA;Positive;JBUF;jbuf;× Sycoparrotia semidecidua;× Sycoparrotia semidecidua P. K. Endress & Anliker;species;bud;0;jbuf;46,792843;7,1568713;20250403135344;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007805_01_01.mzML;dbgi_007805;Prunus cerasus L.;NA;Positive;JBUF;jbuf;Prunus cerasus;Prunus cerasus L.;species;Flower;0;jbuf;46,792126;7,1564580;20250418114133;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007806_01_01.mzML;dbgi_007806;Pinus cembra L.;NA;Positive;JBUF;jbuf;Pinus cembra;Pinus cembra L.;species;Leaf;0;jbuf;46,792694;7,1567470;20250411162037;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007808_01_01.mzML;dbgi_007808;Pinus mugo Turra;NA;Positive;JBUF;jbuf;Pinus mugo;Pinus mugo Turra;species;Flower;0;jbuf;46,792973;7,1560407;20250328162625;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007813_01_01.mzML;dbgi_007813;Abies pinsapo Boiss.;NA;Positive;JBUF;jbuf;Abies pinsapo;Abies pinsapo Boiss.;species;Leaf;0;jbuf;46,791170;7,1574078;20250325104701;LC-MS QExactive HFX;MeOH/H2O;plant specimen
202505131015_CVOL_dbgi_007814_01_01.mzML;dbgi_007814;Picea abies (L.) H.Karst.;NA;Positive;JBUF;jbuf;Picea abies;Picea abies (L.) H.Karst.;species;bud;0;jbuf;46,792780;7,1569963;20250403150051;LC-MS QExactive HFX;MeOH/H2O;plant specimen
20250611_140952_HC_20250319_PMA_C18_DDA_neg_dbgi_001042_01_01.mzML;dbgi_001042;Avena sativa L.;NA;Negative;JBUF;jbuf;Avena sativa;Avena sativa L.;species;NA;0;jbuf;46,792374;7,1565685;NA;LC-MS QExactive HFX;MeOH/H2O;plant specimen
20250611_140952_HC_20250319_PMA_C18_DDA_neg_dbgi_001046_01_01.mzML;dbgi_001046;Hepatica nobilis Schreb.;NA;Negative;JBUF;jbuf;Hepatica nobilis;Hepatica nobilis Schreb.;species;NA;0;jbuf;46,792377;7,1564770;NA;LC-MS QExactive HFX;MeOH/H2O;plant specimen
20250611_140952_HC_20250319_PMA_C18_DDA_neg_dbgi_001047_01_01.mzML;dbgi_001047;Bromus sterilis L.;NA;Negative;JBUF;jbuf;Bromus sterilis;Bromus sterilis L.;species;NA;0;jbuf;46,792340;7,1565943;NA;LC-MS QExactive HFX;MeOH/H2O;plant specimen
20250611_140952_HC_20250319_PMA_C18_DDA_neg_dbgi_001048_01_01.mzML;dbgi_001048;Aconitum carmichaelii Debeaux;NA;Negative;JBUF;jbuf;Aconitum carmichaelii;Aconitum carmichaelii Debeaux;species;NA;0;jbuf;46,792460;7,1564650;NA;LC-MS QExactive HFX;MeOH/H2O;plant specimen
20250611_140952_HC_20250319_PMA_C18_DDA_neg_dbgi_001050_01_01.mzML;dbgi_001050;Anemonastrum canadense (L.) Mosyakin;NA;Negative;JBUF;jbuf;Anemonastrum canadense;Anemonastrum canadense (L.) Mosyakin;species;NA;0;jbuf;46,792390;7,1564693;NA;LC-MS QExactive HFX;MeOH/H2O;plant specimen
20250611_140952_HC_20250319_PMA_C18_DDA_neg_dbgi_001056_01_01.mzML;dbgi_001056;Delphinium vestitum Wall.;NA;Negative;JBUF;jbuf;Delphinium vestitum;Delphinium vestitum Wall.;species;NA;0;jbuf;46,792470;7,1564540;NA;LC-MS QExactive HFX;MeOH/H2O;plant specimen
20250611_140952_HC_20250319_PMA_C18_DDA_neg_dbgi_001058_01_01.mzML;dbgi_001058;Clematis florida Thunb.;NA;Negative;JBUF;jbuf;Clematis florida;Clematis florida Thunb.;species;NA;0;jbuf;46,792390;7,1564810;NA;LC-MS QExactive HFX;MeOH/H2O;plant specimen
20250611_140952_HC_20250319_PMA_C18_DDA_neg_dbgi_001129_01_01.mzML;dbgi_001129;Melica altissima L.;NA;Negative;JBUF;jbuf;Melica altissima;Melica altissima L.;species;NA;0;jbuf;46,792360;7,1565920;NA;LC-MS QExactive HFX;MeOH/H2O;plant specimen
20250611_140952_HC_20250319_PMA_C18_DDA_neg_dbgi_001132_01_01.mzML;dbgi_001132;Clematis recta L.;NA;Negative;JBUF;jbuf;Clematis recta;Clematis recta L.;species;NA;0;jbuf;46,792385;7,1564800;NA;LC-MS QExactive HFX;MeOH/H2O;plant specimen
20250611_140952_HC_20250319_PMA_C18_DDA_neg_dbgi_001138_01_01.mzML;dbgi_001138;Staphylea pinnata L.;NA;Negative;JBUF;jbuf;Staphylea pinnata;Staphylea pinnata L.;species;NA;0;jbuf;46,792300;7,1568740;NA;LC-MS QExactive HFX;MeOH/H2O;plant specimen
20250611_140952_HC_20250319_PMA_C18_DDA_neg_dbgi_001154_01_01.mzML;dbgi_001154;Cenchrus americanus (L.) Morrone;NA;Negative;JBUF;jbuf;Cenchrus americanus;Cenchrus americanus (L.) Morrone;species;NA;0;jbuf;46,792240;7,1566987;NA;LC-MS QExactive HFX;MeOH/H2O;plant specimen
20250611_140952_HC_20250319_PMA_C18_DDA_neg_dbgi_001155_01_01.mzML;dbgi_001155;Avena fatua L.;NA;Negative;JBUF;jbuf;Avena fatua;Avena fatua L.;species;NA;0;jbuf;46,792380;7,1565640;NA;LC-MS QExactive HFX;MeOH/H2O;plant specimen
20250611_140952_HC_20250319_PMA_C18_DDA_neg_dbgi_001171_01_01.mzML;dbgi_001171;Eragrostis tef (Zuccagni) Trotter;NA;Negative;JBUF;jbuf;Eragrostis tef;Eragrostis tef (Zuccagni) Trotter;species;NA;0;jbuf;46,792286;7,1566386;NA;LC-MS QExactive HFX;MeOH/H2O;plant specimen
20250611_140952_HC_20250319_PMA_C18_DDA_neg_dbgi_001172_01_01.mzML;dbgi_001172;Zea mays subsp. mays;NA;Negative;JBUF;jbuf;Zea mays subsp. mays;Zea mays subsp. mays;subspecies;NA;0;jbuf;46,792248;7,1566873;NA;LC-MS QExactive HFX;MeOH/H2O;plant specimen
20250611_140952_HC_20250319_PMA_C18_DDA_neg_dbgi_001181_01_01.mzML;dbgi_001181;Panicum miliaceum L.;NA;Negative;JBUF;jbuf;Panicum miliaceum;Panicum miliaceum L.;species;NA;0;jbuf;46,792267;7,1566610;NA;LC-MS QExactive HFX;MeOH/H2O;plant specimen
20250611_140952_HC_20250319_PMA_C18_DDA_neg_dbgi_001205_01_01.mzML;dbgi_001205;Clematis heracleifolia DC.;NA;Negative;JBUF;jbuf;Clematis heracleifolia;Clematis heracleifolia DC.;species;NA;0;jbuf;46,792397;7,1564765;NA;LC-MS QExactive HFX;MeOH/H2O;plant specimen
20250611_140952_HC_20250319_PMA_C18_DDA_neg_dbgi_001206_01_01.mzML;dbgi_001206;Nigella sativa L.;NA;Negative;JBUF;jbuf;Nigella sativa;Nigella sativa L.;species;NA;0;jbuf;46,792442;7,1564507;NA;LC-MS QExactive HFX;MeOH/H2O;plant specimen
20250611_140952_HC_20250319_PMA_C18_DDA_neg_dbgi_001207_01_01.mzML;dbgi_001207;Ranunculus sardous Crantz;NA;Negative;JBUF;jbuf;Ranunculus sardous;Ranunculus sardous Crantz;species;NA;0;jbuf;46,792330;7,1565223;NA;LC-MS QExactive HFX;MeOH/H2O;plant specimen
20250611_140952_HC_20250319_PMA_C18_DDA_neg_dbgi_001209_01_01.mzML;dbgi_001209;Aconitum lycoctonum subsp. vulparia (Rchb.) Nyman;NA;Negative;JBUF;jbuf;Aconitum lycoctonum subsp. vulparia;Aconitum lycoctonum subsp. vulparia (Rchb.) Nyman;subspecies;NA;0;jbuf;46,792454;7,1564517;NA;LC-MS QExactive HFX;MeOH/H2O;plant specimen
20250611_140952_HC_20250319_PMA_C18_DDA_neg_dbgi_001211_01_01.mzML;dbgi_001211;Fuchsia magellanica Lam.;NA;Negative;JBUF;jbuf;Fuchsia magellanica;Fuchsia magellanica Lam.;species;NA;0;jbuf;46,792280;7,1569220;NA;LC-MS QExactive HFX;MeOH/H2O;plant specimen
